bank_code,Merkmal,name,post_code,city,short_name,pan,bic,Datensatz-nummer,Änderungs-kennzeichen,Bankleitzahl-löschung,Nachfolge-Bankleitzahl
10000000,1,Bundesbank,10591,Berlin,BBk Berlin,20100,MARKDEF1100,011380,U,0,00000000
10010010,1,Postbank Ndl der Deutsche Bank,10559,Berlin,Postbank Ndl Deutsche Bank,10010,PBNKDEFFXXX,000538,U,0,00000000
10010123,1,OLINDA Zweigniederlassung Deutschland,10785,Berlin,"Olinda, Berlin",,QNTODEB2XXX,057478,U,0,00000000
10010178,1,"Revolut Bank, Zweigniederlassung Deutschland",10117,Berlin,"Revolut Bank, Berlin",,REVODEB2XXX,057801,A,0,00000000
10010200,1,"Treezor, Berlin",10785,Berlin,Treezor Berlin,53144,TRZODEB2XXX,057742,U,0,00000000
10010300,1,Klarna Bank German Branch,10115,Berlin,"Klarna Bank, Berlin",,KLRNDEBEXXX,057482,U,0,00000000
10010424,1,Aareal Bank,10666,Berlin,Aareal Bank,26910,AARBDE5W100,004795,U,0,00000000
10010500,1,Noelse Pay,10719,Berlin,"Noelse Pay, Berlin",,AFOPDEB2XXX,057532,U,0,00000000
10010700,1,Financiere des Paiements Electroniques NL Deutschland,10719,Berlin,FPE Deutschland,,FPEGDEB2XXX,057719,U,0,00000000
10011001,1,N26 Bank,10179,Berlin,N26 Bank Berlin,,NTSBDEB1XXX,056796,U,0,00000000
10014000,1,Swan Zweigniederlassung Deutschland,10117,Berlin,Swan Zndl Deutschland,,SWNBDEBBXXX,057732,U,0,00000000
10014001,1,Swan Zweigniederlassung Deutschland (Geschäftsfeld),10117,Berlin,Swan Zndl Deutschland,,SWNBDEBBXXX,057733,U,0,00000000
10017997,1,Holvi Payment Services Zweigniederlassung Deutschland,10967,Berlin,Holvi - Berlin,,HOLVDEB1XXX,057364,M,0,00000000
10020200,1,BHF-BANK,10117,Berlin,BHF-BANK Berlin,25155,BHFBDEFF100,004794,U,0,00000000
10020500,1,Bank für Sozialwirtschaft,10178,Berlin,Bank für Sozialwirtschaft,25013,BFSWDE33BER,000530,U,0,00000000
10020510,1,Bank für Sozialwirtschaft,10178,Berlin,Sozialbank Berlin,,BFSWDE33BER,056659,U,0,00000000
10020520,1,Bank für Sozialwirtschaft,10178,Berlin,Sozialbank Berlin,,BFSWDE33BER,056662,U,0,00000000
10020890,1,UniCredit Bank - HypoVereinsbank,10896,Berlin,UniCredit Bank-HypoVereinbk,22014,HYVEDEMM488,039785,U,0,00000000
10020890,2,UniCredit Bank - HypoVereinsbank,14776,Brandenburg an der Havel,UniCredit Bank-HypoVereinbk,22014,HYVEDEMM488,049746,U,0,00000000
10020890,2,UniCredit Bank - HypoVereinsbank,15711,Königs Wusterhausen,UniCredit Bank-HypoVereinbk,22014,HYVEDEMM488,049747,U,0,00000000
10030200,1,Berlin Hyp,10787,Berlin,Berlin Hyp,26706,BHYPDEB2XXX,037413,U,0,00000000
10030400,1,ABK Allgemeine Beamten Bank,10115,Berlin,ABK Bank Berlin,25686,ABKBDEB1XXX,044427,U,0,00000000
10030500,1,M.M. Warburg & Co (vormals Bankhaus Löbbecke),20095,Hamburg,M.M. Warburg (Löbbecke),26225,LOEBDEBBXXX,043961,U,0,00000000
10030600,1,North Channel Bank,55118,Mainz,North Channel Bank Mainz,26205,GENODEF1OGK,000532,U,0,00000000
10030700,1,Eurocity Bank,60311,Frankfurt am Main,Eurocity Bank,99084,DLGHDEB1XXX,044339,U,0,00000000
10030700,2,Eurocity Bank (Gf P2),60311,Frankfurt am Main,Eurocity Bank,26535,,057640,U,0,00000000
10030730,1,Eurocity Bank Gf GAA,60311,Frankfurt am Main,Eurocity Bank Gf GAA,,DLGHDEB1XXX,057240,U,0,00000000
10031000,1,EIS Einlagensicherungsbank,10178,Berlin,EIS Bank Berlin,,EIEGDEB1XXX,056711,U,0,00000000
10033300,1,Santander Consumer Bank,10439,Berlin,Santander Bank Berlin,29411,SCFBDE33XXX,055979,U,0,00000000
10040000,1,"Commerzbank, Filiale Berlin 1",10891,Berlin,Commerzbank Fil. Berlin 1,24100,COBADEBBXXX,024463,U,0,00000000
10040005,1,"Commerzbank, Filiale Berlin 3",10891,Berlin,Commerzbank Fil. Berlin 3,24001,COBADEBBXXX,056713,U,0,00000000
10040010,1,"Commerzbank, CC SP",10877,Berlin,"Commerzbank CC SP, Berlin",,COBADEFFXXX,056240,U,0,00000000
10040048,1,Commerzbank GF-B48,10891,Berlin,Commerzbank BER GF-B48,24148,COBADEFFXXX,055618,U,0,00000000
10040060,1,Commerzbank Gf 160,10891,Berlin,Commerzbank Gf 160 Berlin,24101,COBADEFFXXX,052880,U,0,00000000
10040061,1,Commerzbank Gf 161,10891,Berlin,Commerzbank Gf 161 Berlin,24102,COBADEFFXXX,052894,U,0,00000000
10040062,1,Commerzbank CC,10783,Berlin,Commerzbank CC Berlin,,COBADEFFXXX,055826,U,0,00000000
10040063,1,Commerzbank CC,10783,Berlin,Commerzbank CC Berlin,,COBADEFFXXX,055827,U,0,00000000
10040085,1,"Commerzbank, Gf Web-K",10877,Berlin,"Commerzbank Gf WK, Berlin",,COBADEFFXXX,056368,U,0,00000000
10045050,1,Commerzbank Service-BZ,10785,Berlin,Commerzbank Service-BZ,,COBADEFFXXX,050927,U,0,00000000
10050000,1,Landesbank Berlin - Berliner Sparkasse,10889,Berlin,LBB - Berliner Sparkasse,51000,BELADEBEXXX,002745,U,0,00000000
10050020,1,"S-Kreditpartner, Berlin",10715,Berlin,"S-Kreditpartner, Berlin",51002,SKPADEB1XXX,055974,A,0,00000000
10050500,1,LBS Ost Berlin,10405,Berlin,LBS Ost Berlin,,LBSODEB1BLN,046141,U,0,00000000
10050999,1,DekaBank,60040,Frankfurt am Main,DekaBank,,DGZFDEFFBER,004788,U,0,00000000
10060198,1,Pax-Bank,14005,Berlin,Pax-Bank Berlin,61335,GENODED1PA6,047622,U,1,37060193
10061006,1,Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ,10117,Berlin,KD-Bank Berlin,,GENODED1KDB,055270,U,0,00000000
10070000,1,Deutsche Bank,10883,Berlin,Deutsche Bank,27060,DEUTDEBBXXX,004787,U,0,00000000
10070000,2,Deutsche Bank Gf P2,10883,Berlin,Deutsche Bank,27703,,055917,U,0,00000000
10070000,2,Deutsche Bank Gf P2,10883,Berlin,Deutsche Bank,27700,,056400,U,0,00000000
10070024,1,Deutsche Bank,10883,Berlin,Deutsche Bank,21060,DEUTDEDBBER,049758,U,0,00000000
10070024,2,Deutsche Bank,10883,Berlin,Deutsche Bank,21703,,055916,U,0,00000000
10070024,2,Deutsche Bank,10883,Berlin,Deutsche Bank,21700,,056401,U,0,00000000
10070100,1,Deutsche Bank,10883,Berlin,Deutsche Bank,27701,DEUTDEBB101,053102,U,0,00000000
10070124,1,Deutsche Bank,10883,Berlin,Deutsche Bank,21701,DEUTDEDB101,053103,U,0,00000000
10070324,1,Postbank/DSL Ndl der Deutsche Bank,10117,Berlin,Postbank Ndl Deutsche Bank,21397,DEUTDEDBP30,057585,U,0,00000000
10070397,1,Postbank/DSL Ndl der Deutsche Bank,10117,Berlin,Postbank Ndl Deutsche Bank,27397,DEUTDEBBP30,057584,U,0,00000000
10070398,1,Postbank/DSL Ndl der Deutsche Bank,12105,Berlin,Postbank Ndl Deutsche Bank,27398,DEUTDEBBP31,057586,U,0,00000000
10070399,1,Postbank/DSL Ndl der Deutsche Bank,13125,Berlin,Postbank Ndl Deutsche Bank,27399,DEUTDEBBP32,057587,U,0,00000000
10070848,1,Deutsche Bank,10623,Berlin,Deutsche Bank,21848,DEUTDEDB110,055502,U,0,00000000
10071324,1,Postbank/DSL Ndl der Deutsche Bank,12105,Berlin,Postbank Ndl Deutsche Bank,21398,DEUTDEDBP31,057602,U,0,00000000
10072324,1,Postbank/DSL Ndl der Deutsche Bank,13125,Berlin,Postbank Ndl Deutsche Bank,21399,DEUTDEDBP32,057588,U,0,00000000
10077777,1,norisbank,10625,Berlin,norisbank,21431,NORSDE51XXX,053532,U,0,00000000
10080000,1,Commerzbank vormals Dresdner Bank Filiale Berlin I,10877,Berlin,Commerzbank Fil I Berlin,28100,DRESDEFF100,024465,U,0,00000000
10080005,1,Commerzbank vormals Dresdner Bank Zw A,10623,Berlin,Commerzbank Berlin Zw A,,DRESDEFFI26,046513,U,0,00000000
10080006,1,Commerzbank vormals Dresdner Bank Zw B,10623,Berlin,Commerzbank Berlin Zw B,,DRESDEFFXXX,046514,U,0,00000000
10080055,1,Commerzbank vormals Dresdner Bank Zw 55,10623,Berlin,Commerzbank Zw 55 Berlin,28101,DRESDEFF112,053527,U,0,00000000
10080057,1,Commerzbank vormals Dresdner Bank Gf ZW 57,10877,Berlin,Commerzbk ZW 57 Berlin,28103,DRESDEFF114,053520,U,0,00000000
10080085,1,Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3,10877,Berlin,Commerzbank ITKG3 Berlin,,DRESDEFFI53,054940,U,0,00000000
10080086,1,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4",10877,Berlin,Commerzbank ITGK4 Berlin,,DRESDEFFI71,055157,U,0,00000000
10080087,1,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5",10877,Berlin,Commerzbank ITGK5 Berlin,,DRESDEFFI72,055158,U,0,00000000
10080088,1,Commerzbank vormals Dresdner Bank IBLZ,10623,Berlin,Commerzbank IBLZ Berlin,,DRESDEFFXXX,044595,U,0,00000000
10080089,1,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6",10877,Berlin,Commerzbank ITGK6 Berlin,,DRESDEFFI73,055159,U,0,00000000
10080900,1,Commerzbank vormals Dresdner Bank Filiale Berlin III,10877,Berlin,Commerzbk Fil III Berlin,28109,DRESDEFF199,000534,U,0,00000000
10089260,1,Commerzbank vormals Dresdner Bank ITGK,10877,Berlin,Commerzbank ITGK Berlin,,DRESDEFFI14,050474,U,0,00000000
10089999,1,Commerzbank vormals Dresdner Bank ITGK 2,10117,Berlin,Commerzbank ITGK 2 Berlin,,DRESDEFFI99,052938,U,0,00000000
10090000,1,Berliner Volksbank,10892,Berlin,Berliner VB Berlin,91001,BEVODEBBXXX,023299,U,0,00000000
10090000,2,Berliner Volksbank,15711,Königs Wusterhausen,Berliner VB Königs Wusterhs,91001,,044951,U,0,00000000
10090000,2,Berliner Volksbank,14979,Großbeeren,Berliner VB Großbeeren,91001,,044952,U,0,00000000
10090000,2,Berliner Volksbank,16816,Neuruppin,Berliner VB Neuruppin,91001,,044970,U,0,00000000
10090000,2,Berliner Volksbank,16515,Oranienburg,Berliner VB Oranienburg,91001,,044974,U,0,00000000
10090000,2,Berliner Volksbank,15344,Strausberg,Berliner VB Strausberg,91001,,045010,U,0,00000000
10090000,2,Berliner Volksbank,16792,Zehdenick,Berliner VB Zehdenick,91001,,045019,U,0,00000000
10090000,2,Berliner Volksbank,14547,Beelitz,Berliner Volksbank Beelitz,91001,,045734,U,0,00000000
10090000,2,Berliner Volksbank,14929,Treuenbrietzen,Berliner VB Treuenbrietzen,91001,,046045,U,0,00000000
10090000,2,Berliner Volksbank,15757,Halbe,Berliner VB Halbe,91001,,046047,U,0,00000000
10090000,2,Berliner Volksbank,16321,Bernau bei Berlin,Berliner VB Bernau,91001,,046058,U,0,00000000
10090000,2,Berliner Volksbank,16866,Kyritz,Berliner VB Kyritz,91001,,047009,U,0,00000000
10090000,2,Berliner Volksbank,16909,Wittstock/Dosse,Berliner VB Wittstock,91001,,047010,U,0,00000000
10090000,2,Berliner Volksbank,16775,Gransee,Berliner VB Gransee,91001,,047021,U,0,00000000
10090000,2,Berliner Volksbank,16761,Hennigsdorf,Berliner VB Hennigsdorf,91001,,048909,U,0,00000000
10090000,2,Berliner Volksbank,16225,Eberswalde,Berliner VB Eberswalde,91001,,051684,U,0,00000000
10090000,2,Berliner Volksbank,14612,Falkensee,Berliner VB Falkensee,91001,,056636,U,0,00000000
10090000,2,Berliner Volksbank (Gf P2),10892,Berlin,Berliner VB Berlin,81001,,053669,U,0,00000000
10090000,2,Volksbank Potsdam Zndl d Berliner Volksbank,14467,Potsdam,Volksbank Potsdam,91001,,044983,U,0,00000000
10090300,1,Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer,13353,Berlin,Bk f Schiffahrt BFS Berlin,,GENODEF1BSB,021629,U,1,00000000
10090900,1,PSD Bank Berlin-Brandenburg,12154,Berlin,PSD Bank Berlin,91008,GENODEF1P01,024464,U,0,00000000
10090900,2,PSD Bank Berlin-Brandenburg (Gf P2),12154,Berlin,PSD Bank Berlin,81008,,057333,U,0,00000000
10110300,1,Westend Bank,60599,Frankfurt am Main,Westend Bank,26240,MACODEB1XXX,000536,U,0,00000000
10110400,1,Investitionsbank Berlin,10702,Berlin,Investitionsbank Berlin,,IBBBDEBBXXX,000537,U,0,00000000
10110600,1,Quirin Privatbank,10711,Berlin,Quirin Privatbank Berlin,25207,QUBKDEBBXXX,049702,U,0,00000000
10120100,1,Weberbank,10893,Berlin,Weberbank,51012,WELADED1WBB,013621,U,0,00000000
10130600,1,Isbank Fil Berlin,13353,Berlin,Isbank Berlin,29835,ISBKDEFXXXX,043850,U,0,00000000
10130800,1,flatexDEGIRO Bank,60312,Frankfurt am Main,"flatex Bank, Frankfurt",25185,BIWBDE33XXX,050620,U,0,00000000
10220500,1,Lloyds Bank,10178,Berlin,Lloyds Bank,,BOFSDEB1XXX,056412,U,0,00000000
10220600,1,Sydbank Filiale Berlin,24937,Flensburg,Sydbank Berlin,,SYBKDE22BER,056217,U,0,00000000
10310600,1,Tradegate Wertpapierhandelsbank Berlin,10711,Berlin,Tradegate Berlin,25257,TRDADEB1PBK,055068,U,0,00000000
10310666,1,"Tradegate Wertpapierhandelsbank, GF DIR",10711,Berlin,Tradegate GF DIR,,TRDADEBBDIR,057661,U,0,00000000
11010100,1,solarisBank,10997,Berlin,solarisBank,,SOBKDEBBXXX,056731,U,0,00000000
11010101,1,solarisBank Gf (S),10178,Berlin,solarisBank Gf (S),,SOBKDEB2XXX,057373,U,0,00000000
11010111,1,solarisBank Gf (PNTA),10997,Berlin,solarisBank Gf (PNTA),,PNTADEBBXXX,057650,U,0,00000000
12016836,1,KfW Kreditanstalt für Wiederaufbau,10117,Berlin,KfW Berlin,,KFWIDEFF100,045444,U,0,00000000
12030000,1,Deutsche Kreditbank Berlin,10117,Berlin,Deutsche Kreditbank Berlin,51011,BYLADEM1001,046023,U,0,00000000
12030000,2,Deutsche Kreditbank,09111,Chemnitz,Deutsche Kreditbk Chemnitz,51011,,049243,U,0,00000000
12030000,2,Deutsche Kreditbank,04109,Leipzig,Deutsche Kreditbank Leipzig,51011,,049244,U,0,00000000
12030000,2,Deutsche Kreditbank,01069,Dresden,Deutsche Kreditbank Dresden,51011,,049245,U,0,00000000
12030000,2,Deutsche Kreditbank,98527,Suhl,Deutsche Kreditbank Suhl,51011,,049246,U,0,00000000
12030000,2,Deutsche Kreditbank,07545,Gera,Deutsche Kreditbank Gera,51011,,049247,U,0,00000000
12030000,2,Deutsche Kreditbank,99084,Erfurt,Deutsche Kreditbank Erfurt,51011,,049248,U,0,00000000
12030000,2,Deutsche Kreditbank,06122,Halle (Saale),Deutsche Kreditbank Halle,51011,,049249,U,0,00000000
12030000,2,Deutsche Kreditbank,39104,Magdeburg,Deutsche Kreditbk Magdeburg,51011,,049250,U,0,00000000
12030000,2,Deutsche Kreditbank,03046,Cottbus,Deutsche Kreditbank Cottbus,51011,,049251,U,0,00000000
12030000,2,Deutsche Kreditbank,15230,Frankfurt (Oder),Deutsche Kreditbank Ff/Oder,51011,,049252,U,0,00000000
12030000,2,Deutsche Kreditbank,14471,Potsdam,Deutsche Kreditbank Potsdam,51011,,049253,U,0,00000000
12030000,2,Deutsche Kreditbank,17034,Neubrandenburg,Deutsche Kreditbk Neubrandb,51011,,049254,U,0,00000000
12030000,2,Deutsche Kreditbank,19053,Schwerin,Deutsche Kreditbk Schwerin,51011,,049255,U,0,00000000
12030000,2,Deutsche Kreditbank,18057,Rostock,Deutsche Kreditbank Rostock,51011,,049256,U,0,00000000
12030000,2,Deutsche Kreditbank (Gf P2),10117,Berlin,Deutsche Kreditbank (Gf P2),51100,,055781,U,0,00000000
12030900,1,Merck Finck A Quintet Private Bank,10719,Berlin,Merck Finck,26249,MEFIDEMM100,047484,U,0,00000000
12040000,1,Commerzbank Filiale Berlin 2,10891,Berlin,Commerzbank Fil. Berlin 2,24120,COBADEBB120,044795,U,0,00000000
12050555,1,ZVA Norddeutsche Landesbank Gf SA,30151,Hannover,ZVA NORD LB Gf SA,,NOLADE21DVS,047224,U,0,00000000
12060000,1,DZ BANK,10001,Berlin,DZ BANK,,GENODEFF120,044802,U,0,00000000
12070000,1,Deutsche Bank,14405,Potsdam,Deutsche Bank,27704,DEUTDEBB160,044796,U,0,00000000
12070000,2,Deutsche Bank,16259,Bad Freienwalde (Oder),Deutsche Bank,27704,DEUTDEBB172,046146,U,0,00000000
12070000,2,Deutsche Bank,16311,Bernau bei Berlin,Deutsche Bank,27704,DEUTDEBB122,046147,U,0,00000000
12070000,2,Deutsche Bank,14776,Brandenburg an der Havel,Deutsche Bank,27704,DEUTDEBB161,046148,U,0,00000000
12070000,2,Deutsche Bank,03046,Cottbus,Deutsche Bank,27704,DEUTDEBB180,046149,U,0,00000000
12070000,2,Deutsche Bank,16225,Eberswalde,Deutsche Bank,27704,DEUTDEBB173,046150,U,0,00000000
12070000,2,Deutsche Bank,15873,Eisenhüttenstadt,Deutsche Bank,27704,DEUTDEBB174,046151,U,0,00000000
12070000,2,Deutsche Bank,03232,Finsterwalde,Deutsche Bank,27704,DEUTDEBB182,046152,U,0,00000000
12070000,2,Deutsche Bank,15203,Frankfurt (Oder),Deutsche Bank,27704,DEUTDEBB170,046153,U,0,00000000
12070000,2,Deutsche Bank,15501,Fürstenwalde/Spree,Deutsche Bank,27704,DEUTDEBB175,046154,U,0,00000000
12070000,2,Deutsche Bank,14902,Jüterbog,Deutsche Bank,27704,DEUTDEBB187,046155,U,0,00000000
12070000,2,Deutsche Bank,15711,Königs Wusterhausen,Deutsche Bank,27704,DEUTDEBB121,046156,M,0,00000000
12070000,2,Deutsche Bank,16856,Kyritz,Deutsche Bank,27704,DEUTDEBB163,046157,U,0,00000000
12070000,2,Deutsche Bank,16801,Neuruppin,Deutsche Bank,27704,DEUTDEBB123,046158,U,0,00000000
12070000,2,Deutsche Bank,16515,Oranienburg,Deutsche Bank,27704,DEUTDEBB120,046159,U,0,00000000
12070000,2,Deutsche Bank,10883,Berlin,Deutsche Bank,27704,,046160,U,0,00000000
12070000,2,Deutsche Bank,16921,Pritzwalk,Deutsche Bank,27704,DEUTDEBB166,046161,U,0,00000000
12070000,2,Deutsche Bank,14712,Rathenow,Deutsche Bank,27704,DEUTDEBB167,046162,U,0,00000000
12070000,2,Deutsche Bank,16285,Schwedt/Oder,Deutsche Bank,27704,DEUTDEBB176,046163,U,0,00000000
12070000,2,Deutsche Bank,15301,Seelow,Deutsche Bank,27704,DEUTDEBB177,046164,U,0,00000000
12070000,2,Deutsche Bank,01968,Senftenberg,Deutsche Bank,27704,DEUTDEBB185,046165,U,0,00000000
12070000,2,Deutsche Bank,03130,Spremberg,Deutsche Bank,27704,DEUTDEBB186,046166,U,0,00000000
12070000,2,Deutsche Bank,02931,Weißwasser/O.L.,Deutsche Bank,27704,DEUTDEBB189,046167,U,0,00000000
12070000,2,Deutsche Bank,03161,Guben,Deutsche Bank,27704,DEUTDEBB183,046168,U,0,00000000
12070000,2,Deutsche Bank,16901,Wittstock/Dosse,Deutsche Bank,27704,DEUTDEBB169,046169,U,0,00000000
12070000,2,Deutsche Bank,15801,Zossen,Deutsche Bank,27704,DEUTDEBB124,046170,U,0,00000000
12070000,2,Deutsche Bank,16278,Angermünde,Deutsche Bank,27704,DEUTDEBB171,048454,U,0,00000000
12070000,2,Deutsche Bank,14612,Falkensee,Deutsche Bank,27704,DEUTDEBB162,048455,U,0,00000000
12070000,2,Deutsche Bank,03149,Forst (Lausitz),Deutsche Bank,27704,DEUTDEBB181,048456,U,0,00000000
12070000,2,Deutsche Bank,16761,Hennigsdorf,Deutsche Bank,27704,DEUTDEBB125,048457,U,0,00000000
12070000,2,Deutsche Bank,14943,Luckenwalde,Deutsche Bank,27704,DEUTDEBB188,048458,U,0,00000000
12070000,2,Deutsche Bank,14974,Ludwigsfelde,Deutsche Bank,27704,DEUTDEBB164,048459,U,0,00000000
12070000,2,Deutsche Bank,15907,Lübben (Spreewald),Deutsche Bank,27704,DEUTDEBB184,048460,U,0,00000000
12070000,2,Deutsche Bank,01987,Schwarzheide,Deutsche Bank,27704,DEUTDEBB126,048461,U,0,00000000
12070000,2,Deutsche Bank,15344,Strausberg,Deutsche Bank,27704,DEUTDEBB178,048462,U,0,00000000
12070000,2,Deutsche Bank,14513,Teltow,Deutsche Bank,27704,DEUTDEBB127,048463,U,0,00000000
12070000,2,Deutsche Bank,14542,Werder (Havel),Deutsche Bank,27704,DEUTDEBB168,048464,U,0,00000000
12070000,2,Deutsche Bank,14641,Nauen,Deutsche Bank,27704,DEUTDEBB165,048515,U,0,00000000
12070024,1,Deutsche Bank,14405,Potsdam,Deutsche Bank,21704,DEUTDEDB160,049761,U,0,00000000
12070024,2,Deutsche Bank,16278,Angermünde,Deutsche Bank,21704,DEUTDEDB171,049759,U,0,00000000
12070024,2,Deutsche Bank,16259,Bad Freienwalde (Oder),Deutsche Bank,21704,DEUTDEDB172,049760,U,0,00000000
12070024,2,Deutsche Bank,16311,Bernau bei Berlin,Deutsche Bank,21704,DEUTDEDB122,049762,U,0,00000000
12070024,2,Deutsche Bank,14776,Brandenburg an der Havel,Deutsche Bank,21704,DEUTDEDB161,049763,U,0,00000000
12070024,2,Deutsche Bank,03046,Cottbus,Deutsche Bank,21704,DEUTDEDB180,049764,U,0,00000000
12070024,2,Deutsche Bank,16225,Eberswalde,Deutsche Bank,21704,DEUTDEDB173,049765,U,0,00000000
12070024,2,Deutsche Bank,15873,Eisenhüttenstadt,Deutsche Bank,21704,DEUTDEDB174,049766,U,0,00000000
12070024,2,Deutsche Bank,14612,Falkensee,Deutsche Bank,21704,DEUTDEDB162,049767,U,0,00000000
12070024,2,Deutsche Bank,03232,Finsterwalde,Deutsche Bank,21704,DEUTDEDB182,049768,U,0,00000000
12070024,2,Deutsche Bank,03149,Forst (Lausitz),Deutsche Bank,21704,DEUTDEDB181,049769,U,0,00000000
12070024,2,Deutsche Bank,15203,Frankfurt (Oder),Deutsche Bank,21704,DEUTDEDB170,049770,U,0,00000000
12070024,2,Deutsche Bank,15501,Fürstenwalde/Spree,Deutsche Bank,21704,DEUTDEDB175,049771,U,0,00000000
12070024,2,Deutsche Bank,03161,Guben,Deutsche Bank,21704,DEUTDEDB183,049772,U,0,00000000
12070024,2,Deutsche Bank,16761,Hennigsdorf,Deutsche Bank,21704,DEUTDEDB125,049773,U,0,00000000
12070024,2,Deutsche Bank,14902,Jüterbog,Deutsche Bank,21704,DEUTDEDB187,049774,U,0,00000000
12070024,2,Deutsche Bank,15711,Königs Wusterhausen,Deutsche Bank,21704,DEUTDEDB121,049775,M,0,00000000
12070024,2,Deutsche Bank,16856,Kyritz,Deutsche Bank,21704,DEUTDEDB163,049776,U,0,00000000
12070024,2,Deutsche Bank,14943,Luckenwalde,Deutsche Bank,21704,DEUTDEDB188,049777,U,0,00000000
12070024,2,Deutsche Bank,14974,Ludwigsfelde,Deutsche Bank,21704,DEUTDEDB164,049778,U,0,00000000
12070024,2,Deutsche Bank,15907,Lübben (Spreewald),Deutsche Bank,21704,DEUTDEDB184,049779,U,0,00000000
12070024,2,Deutsche Bank,14641,Nauen,Deutsche Bank,21704,DEUTDEDB165,049780,U,0,00000000
12070024,2,Deutsche Bank,16801,Neuruppin,Deutsche Bank,21704,DEUTDEDB123,049781,U,0,00000000
12070024,2,Deutsche Bank,16515,Oranienburg,Deutsche Bank,21704,DEUTDEDB120,049782,U,0,00000000
12070024,2,Deutsche Bank,10883,Berlin,Deutsche Bank,21704,,049783,U,0,00000000
12070024,2,Deutsche Bank,16921,Pritzwalk,Deutsche Bank,21704,DEUTDEDB166,049784,U,0,00000000
12070024,2,Deutsche Bank,14712,Rathenow,Deutsche Bank,21704,DEUTDEDB167,049785,U,0,00000000
12070024,2,Deutsche Bank,01987,Schwarzheide,Deutsche Bank,21704,DEUTDEDB126,049786,U,0,00000000
12070024,2,Deutsche Bank,16285,Schwedt/Oder,Deutsche Bank,21704,DEUTDEDB176,049787,U,0,00000000
12070024,2,Deutsche Bank,15301,Seelow,Deutsche Bank,21704,DEUTDEDB177,049788,U,0,00000000
12070024,2,Deutsche Bank,01968,Senftenberg,Deutsche Bank,21704,DEUTDEDB185,049789,U,0,00000000
12070024,2,Deutsche Bank,03130,Spremberg,Deutsche Bank,21704,DEUTDEDB186,049790,U,0,00000000
12070024,2,Deutsche Bank,15344,Strausberg,Deutsche Bank,21704,DEUTDEDB178,049791,U,0,00000000
12070024,2,Deutsche Bank,14513,Teltow,Deutsche Bank,21704,DEUTDEDB127,049792,U,0,00000000
12070024,2,Deutsche Bank,02931,Weißwasser/O.L.,Deutsche Bank,21704,DEUTDEDB189,049793,U,0,00000000
12070024,2,Deutsche Bank,14542,Werder (Havel),Deutsche Bank,21704,DEUTDEDB168,049794,U,0,00000000
12070024,2,Deutsche Bank,16901,Wittstock/Dosse,Deutsche Bank,21704,DEUTDEDB169,049795,U,0,00000000
12070024,2,Deutsche Bank,15801,Zossen,Deutsche Bank,21704,DEUTDEDB124,049796,U,0,00000000
12070070,1,Deutsche Bank,14405,Potsdam,Deutsche Bank,,DEUTDEFFVAC,056253,U,0,00000000
12070088,1,Deutsche Bank,14405,Potsdam,Deutsche Bank,,DEUTDEDBPAL,056254,U,0,00000000
12070400,1,Postbank/DSL Ndl der Deutsche Bank,03046,Cottbus,Postbank Ndl Deutsche Bank,27400,DEUTDEBBP33,057589,U,0,00000000
12070424,1,Postbank/DSL Ndl der Deutsche Bank,03046,Cottbus,Postbank Ndl Deutsche Bank,21400,DEUTDEDBP33,057590,U,0,00000000
12080000,1,Commerzbank vormals Dresdner Bank Filiale Berlin II,10623,Berlin,Commerzbank Fil II Berlin,28120,DRESDEFF120,044797,U,0,00000000
12096597,1,Sparda-Bank Berlin,10117,Berlin,Sparda-Bank Berlin,91055,GENODEF1S10,045032,M,0,00000000
12096597,2,Sparda-Bank Berlin,03046,Cottbus,Sparda-Bank Berlin,91055,,045025,U,0,00000000
12096597,2,Sparda-Bank Berlin,01099,Dresden,Sparda-Bank Berlin,91055,,045026,U,0,00000000
12096597,2,Sparda-Bank Berlin,99084,Erfurt,Sparda-Bank Berlin,91055,,045027,U,0,00000000
12096597,2,Sparda-Bank Berlin,17489,Greifswald,Sparda-Bank Berlin,91055,,045028,U,0,00000000
12096597,2,Sparda-Bank Berlin,06112,Halle (Saale),Sparda-Bank Berlin,91055,,045029,U,0,00000000
12096597,2,Sparda-Bank Berlin,39104,Magdeburg,Sparda-Bank Berlin,91055,,045030,U,0,00000000
12096597,2,Sparda-Bank Berlin,19053,Schwerin,Sparda-Bank Berlin,91055,,045031,U,0,00000000
12096597,2,Sparda-Bank Berlin,04001,Leipzig,Sparda-Bank Berlin,91055,,048390,U,0,00000000
12096597,2,Sparda-Bank Berlin,06449,Aschersleben,Sparda-Bank Berlin,91055,,049483,U,0,00000000
12096597,2,Sparda-Bank Berlin,02625,Bautzen,Sparda-Bank Berlin,91055,,049484,U,0,00000000
12096597,2,Sparda-Bank Berlin,18528,Bergen auf Rügen,Sparda-Bank Berlin,91055,,049485,U,0,00000000
