bank_code,Merkmal,name,post_code,city,short_name,pan,bic,Datensatz-nummer,Änderungs-kennzeichen,Bankleitzahl-löschung,Nachfolge-Bankleitzahl
21763542,1,VR Bank Nord,24937,Flensburg,VR Bank Nord,62170,GENODEF1BDS,018180,U,0,00000000
21763542,2,VR Bank Nord,25842,Langenhorn,VR Bank Nord,62170,,016719,U,0,00000000
21763542,2,VR Bank Nord,25917,Leck,VR Bank Nord,62170,,016727,U,0,00000000
21763542,2,VR Bank Nord,25923,Süderlügum,VR Bank Nord,62170,,017055,U,0,00000000
21763542,2,VR Bank Nord,25920,Risum-Lindholm,VR Bank Nord,62170,,017140,U,0,00000000
21763542,2,VR Bank Nord,25821,Bredstedt,VR Bank Nord,62170,,032195,U,0,00000000
21763542,2,VR Bank Nord,24855,Jübek,VR Bank Nord,62170,,057282,U,0,00000000
21763542,2,VR Bank Nord,24887,Silberstedt,VR Bank Nord,62170,,057283,U,0,00000000
21763542,2,VR Bank Nord,24963,Tarp,VR Bank Nord,62170,,057284,U,0,00000000
21763542,2,VR Bank Nord,24964,Sörup,VR Bank Nord,62170,,057286,U,0,00000000
21763542,2,VR Bank Nord,24986,Mittelangeln,VR Bank Nord,62170,,057288,U,0,00000000
21763542,2,VR Bank Nord,25899,Niebüll,VR Bank Nord,62170,,057289,U,0,00000000
21763542,2,VR Bank Nord,24837,Schleswig,VR Bank Nord,62170,,057290,U,0,00000000
21763542,2,VR Bank Nord,24975,Husby,VR Bank Nord,62170,,057292,U,0,00000000
21763542,2,VR Bank Nord,24999,Wees,VR Bank Nord,62170,,057295,U,0,00000000
21763542,2,VR Bank Nord,24980,Schafflund,VR Bank Nord,62170,,057296,U,0,00000000
21763542,2,VR Bank Nord (Gf P2),24937,Flensburg,VR Bank Nord,72170,,053730,U,0,00000000
21770011,1,Deutsche Bank,25801,Husum,Deutsche Bank,27058,DEUTDEHH217,005751,U,0,00000000
21770024,1,Deutsche Bank,25801,Husum,Deutsche Bank,21058,DEUTDEDB217,049852,U,0,00000000
21791805,1,Sylter Bank,25980,Sylt,Sylter Bank,92126,GENODEF1SYL,016927,U,0,00000000
21791805,2,Sylter Bank (Gf P2),25980,Sylt,Sylter Bank,82126,,053731,U,0,00000000
21791906,1,Vereinigte VR Bank,25930,Wyk auf Föhr,Vereinigte VR Bank,92129,GENODEF1WYK,022443,U,0,00000000
21791906,2,Vereinigte VR Bank,25946,Norddorf auf Amrum,Vereinigte VR Bank,92129,,017948,U,0,00000000
21791906,2,Vereinigte VR Bank,25948,Nebel,Vereinigte VR Bank,92129,,018157,U,0,00000000
21791906,2,Vereinigte VR Bank,25946,Wittdün auf Amrum,Vereinigte VR Bank,92129,,043683,U,0,00000000
21791906,2,Vereinigte VR Bank (Gf P2),25930,Wyk auf Föhr,Vereinigte VR Bank,82129,,053732,U,0,00000000
21840078,1,Commerzbank,25740,Heide,Commerzbank Heide Holst,24213,COBADEFFXXX,006147,U,0,00000000
21841328,1,Commerzbank,25541,Brunsbüttel,Commerzbank Brunsbüttel,24201,COBADEFFXXX,005030,U,0,00000000
21852310,1,Sparkasse Hennstedt-Wesselburen -alt-,25764,Wesselburen,Spk Hennst.-Wesselb. -alt-,52144,NOLADE21WEB,002256,U,0,00000000
21860418,1,Raiffeisenbank Heide -alt-,25746,Heide,Raiffeisenbank Heide -alt-,62024,GENODEF1RHE,016868,U,0,00000000
21860418,2,Raiffeisenbank Heide (Gf P2),25746,Heide,Raiffeisenbank Heide,72024,,053733,U,0,00000000
21890022,1,Dithmarscher Volks- und Raiffeisenbank,25746,Heide,Dithmarscher VB Heide,92016,GENODEF1DVR,022294,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25712,Burg (Dithmarschen),Dithmarscher VB Heide,92016,,016818,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25770,Hemmingstedt,Dithmarscher VB Heide,92016,,016875,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25715,Eddelak,Dithmarscher VB Heide,92016,,017068,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25774,Lunden,Dithmarscher VB Heide,92016,,017109,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25709,Marne,Dithmarscher VB Heide,92016,,017132,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25541,Brunsbüttel,Dithmarscher VB Heide,92016,,021704,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25761,Büsum,Dithmarscher VB Heide,92016,,021716,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25704,Meldorf,Dithmarscher VB Heide,92016,,022081,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank,25764,Wesselburen,Dithmarscher VB Heide,92016,,022393,U,0,00000000
21890022,2,Dithmarscher Volks- und Raiffeisenbank (Gf P2),25746,Heide,Dithmarscher VB Heide,82016,,053734,U,0,00000000
22140028,1,Commerzbank,25335,Elmshorn,Commerzbank Elmshorn,24203,COBADEFFXXX,005079,U,0,00000000
22140028,2,Commerzbank,21682,Stade,Commerzbank Stade,24203,,007001,U,0,00000000
22141028,1,Commerzbank,24559,Kaltenkirchen,Commerzbank Kaltenkirchen,24206,COBADEFFXXX,016949,U,0,00000000
22141028,2,Commerzbank,24558,Henstedt-Ulzburg,Commerzbank Henstedt-Ulzbg,24206,,049718,U,0,00000000
22141428,1,Commerzbank,25421,Pinneberg,Commerzbank Pinneberg,24209,COBADEFFXXX,007006,M,0,00000000
22141628,1,Commerzbank,25429,Uetersen,Commerzbank Uetersen,24198,COBADEFFXXX,006996,U,0,00000000
22150000,1,Sparkasse Elmshorn,25335,Elmshorn,Spk Elmshorn,52238,NOLADE21ELH,002033,U,0,00000000
22151730,1,Stadtsparkasse Wedel,22880,Wedel,St Spk Wedel,52283,NOLADE21WED,010006,U,0,00000000
22163114,1,Raiffeisenbank Elbmarsch,25492,Heist,Raiffbk Elbmarsch Heist,62602,GENODEF1HTE,016874,U,0,00000000
22163114,2,Raiffeisenbank Elbmarsch (Gf P2),25492,Heist,Raiffbk Elbmarsch Heist,72602,,053735,U,0,00000000
22163114,2,Raiffeisenbank Elbmarsch Heist,25489,Haseldorf,Raiffbk Elbmarsch Heist,62602,,016858,U,0,00000000
22163114,2,Raiffeisenbank Elbmarsch Heist,25488,Holm,Raiffbk Elbmarsch Heist,62602,,016896,U,0,00000000
22180000,1,Commerzbank vormals Dresdner Bank,25335,Elmshorn,Commerzbank Elmshorn,28221,DRESDEFF221,034822,U,0,00000000
22181400,1,Commerzbank vormals Dresdner Bank,25421,Pinneberg,Commerzbank Pinneberg,28224,DRESDEFF206,006763,M,0,00000000
22190030,1,Volksbank Elmshorn -alt-,25335,Elmshorn,Volksbank Elmshorn -alt-,92019,GENODEF1ELM,021445,U,0,00000000
22190030,2,Volksbank Elmshorn (Gf P2),25335,Elmshorn,Volksbank Elmshorn,82019,,053736,U,0,00000000
22191405,1,VR Bank in Holstein,25421,Pinneberg,VR Bank in Holstein,92095,GENODEF1PIN,022732,U,0,00000000
22191405,2,VR Bank in Holstein,25474,Bönningstedt,VR Bank in Holstein,92095,,016782,U,0,00000000
22191405,2,VR Bank in Holstein,25436,Tornesch,VR Bank in Holstein,92095,,022539,U,0,00000000
22191405,2,VR Bank in Holstein,25436,Uetersen,VR Bank in Holstein,92095,,022552,U,0,00000000
22191405,2,VR Bank in Holstein,25462,Rellingen,VR Bank in Holstein,92095,,022775,U,0,00000000
22191405,2,VR Bank in Holstein,25479,Ellerau,VR Bank in Holstein,92095,,038101,U,0,00000000
22191405,2,VR Bank in Holstein,25451,Quickborn,VR Bank in Holstein,92095,,052451,U,0,00000000
22191405,2,VR Bank in Holstein,25469,Halstenbek,VR Bank in Holstein,92095,,055710,U,0,00000000
22191405,2,VR Bank in Holstein,22869,Schenefeld,VR Bank in Holstein,92095,,055711,U,0,00000000
22191405,2,VR Bank in Holstein,25358,Horst (Holstein),VR Bank in Holstein,92095,,057703,U,0,00000000
22191405,2,VR Bank in Holstein,22844,Norderstedt,VR Bank in Holstein,92095,,057704,U,0,00000000
22191405,2,VR Bank in Holstein,25554,Wilster,VR Bank in Holstein,92095,,057705,U,0,00000000
22191405,2,VR Bank in Holstein,25335,Elmshorn,VR Bank in Holstein,92095,,057706,U,0,00000000
22191405,2,VR Bank in Holstein,25355,Barmstedt,VR Bank in Holstein,92095,,057707,U,0,00000000
22191405,2,VR Bank in Holstein,25348,Glückstadt,VR Bank in Holstein,92095,,057708,U,0,00000000
22191405,2,VR Bank in Holstein (Gf P2),25421,Pinneberg,VR Bank in Holstein,82095,,053737,U,0,00000000
22240073,1,Commerzbank,25502,Itzehoe,Commerzbank Itzehoe,24205,COBADEFFXXX,006106,U,0,00000000
22250020,1,Sparkasse Westholstein,25509,Itzehoe,Spk Westholstein,52231,NOLADE21WHO,001959,U,0,00000000
22250020,2,Sparkasse Westholstein,25348,Glückstadt,Spk Westholstein,52231,,001922,U,0,00000000
22250020,2,Sparkasse Westholstein,25548,Kellinghusen,Spk Westholstein,52231,,001972,U,0,00000000
22250020,2,Sparkasse Westholstein,25551,Hohenlockstedt,Spk Westholstein,52231,,002051,U,0,00000000
22250020,2,Sparkasse Westholstein,25560,Schenefeld,Spk Westholstein,52231,,052181,U,0,00000000
22250020,2,Sparkasse Westholstein,25554,Wilster,Spk Westholstein,52231,,052184,U,0,00000000
22250020,2,Sparkasse Westholstein,25541,Brunsbüttel,Spk Westholstein,52231,,052700,U,0,00000000
22250020,2,Sparkasse Westholstein,25693,St. Michaelisdonn,Spk Westholstein,52231,,052703,U,0,00000000
22250020,2,Sparkasse Westholstein,25746,Heide,Spk Westholstein,52231,,052704,U,0,00000000
22250020,2,Sparkasse Westholstein,25705,Marne,Spk Westholstein,52231,,052705,U,0,00000000
22250020,2,Sparkasse Westholstein,25767,Albersdorf,SpK Westholstein,52231,,055346,U,0,00000000
22250020,2,Sparkasse Westholstein,25712,Burg (Dithmarschen),SpK Westholstein,52231,,055347,U,0,00000000
22250020,2,Sparkasse Westholstein,25761,Büsum,SpK Westholstein,52231,,055348,U,0,00000000
22250020,2,Sparkasse Westholstein,25704,Meldorf,SPK Westholstein,52231,,055354,U,0,00000000
22250020,2,Sparkasse Westholstein,25358,Horst (Holstein),Spk Westholstein,52231,,055706,U,0,00000000
22280000,1,Commerzbank vormals Dresdner Bank,25503,Itzehoe,Commerzbank Itzehoe,28222,DRESDEFF201,034178,U,0,00000000
22290031,1,VR Itzehoe Norderstedt Hohenwestedt -alt-,25524,Itzehoe,VR Itzehoe Norderstedt-alt-,92020,GENODEF1VIT,022163,U,0,00000000
22290031,2,Volksbank Raiffbk Itzehoe Norderstedt Hohenwestedt (Gf P2),25524,Itzehoe,VR Itzehoe Norderstedt,82020,,053738,U,0,00000000
22290031,2,Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt,25551,Hohenlockstedt,VR Itzehoe Norderstedt,92020,,022120,U,0,00000000
22290031,2,Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt,25548,Kellinghusen,VR Itzehoe Norderstedt,92020,,022187,U,0,00000000
22290031,2,Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt,25560,Schenefeld,VR Itzehoe Norderstedt,92020,,022653,U,0,00000000
22290031,2,Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt,25596,Wacken,VR Itzehoe Norderstedt,92020,,053650,U,0,00000000
22290031,2,Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt,25554,Wilster,VR Itzehoe Norderstedt,92020,,053652,U,0,00000000
22290031,2,Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt,24594,Hohenwestedt,VR Itzehoe Norderstedt,92020,,054910,U,0,00000000
22290031,2,Volksbank Raiffeisenbank Itzehoe Norderstedt Hohenwestedt,22827,Norderstedt,VR Itzehoe Norderstedt,92020,,057379,U,0,00000000
23000000,1,Bundesbank eh Lübeck,22772,Hamburg,BBk Hamburg eh Lübeck,20230,MARKDEF1230,011394,U,1,00000000
23040022,1,Commerzbank,23547,Lübeck,Commerzbank Lübeck,24230,COBADEFFXXX,006181,U,0,00000000
23040022,2,Commerzbank,23879,Mölln,Commerzbank Mölln,24230,,043617,U,0,00000000
23040022,2,Commerzbank,23611,Bad Schwartau,Commerzbank Bad Schwartau,24230,,049640,U,0,00000000
23050000,1,"Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg",20095,Hamburg,Hamburg Commercial Bank,,HSHNDEHH230,008801,U,0,00000000
23050101,1,Sparkasse zu Lübeck,23547,Lübeck,Sparkasse zu Lübeck,52301,NOLADE21SPL,001793,U,0,00000000
23051030,1,Sparkasse Südholstein,24531,Neumünster,Spk Südholstein Neumünster,52307,NOLADE21SHO,001724,U,0,00000000
23051030,2,Sparkasse Südholstein,24598,Boostedt,Spk Südholstein Neumünster,52307,,001693,U,0,00000000
23051030,2,Sparkasse Südholstein,24576,Bad Bramstedt,Spk Südholstein Neumünster,52307,,001723,U,0,00000000
23051030,2,Sparkasse Südholstein,23816,Leezen,Spk Südholstein Neumünster,52307,,001781,U,0,00000000
23051030,2,Sparkasse Südholstein,23866,Nahe,Spk Südholstein Neumünster,52307,,001817,U,0,00000000
23051030,2,Sparkasse Südholstein,24558,Henstedt-Ulzburg,Spk Südholstein Neumünster,52307,,001938,U,0,00000000
23051030,2,Sparkasse Südholstein,24568,Kaltenkirchen,Spk Südholstein Neumünster,52307,,001963,U,0,00000000
23051030,2,Sparkasse Südholstein,23812,Wahlstedt,Spk Südholstein Neumünster,52307,,002125,U,0,00000000
23051030,2,Sparkasse Südholstein,24610,Trappenkamp,Spk Südholstein Neumünster,52307,,002196,U,0,00000000
23051030,2,Sparkasse Südholstein,22846,Norderstedt,Spk Südholstein Neumünster,52307,,032602,U,0,00000000
23051030,2,Sparkasse Südholstein,25421,Pinneberg,Spk Südholstein Neumünster,52307,,052061,U,0,00000000
23051030,2,Sparkasse Südholstein,22869,Schenefeld,Spk Südholstein Neumünster,52307,,052064,U,0,00000000
23051030,2,Sparkasse Südholstein,25337,Kölln-Reisiek,Spk Südholstein Neumünster,52307,,052065,U,0,00000000
23051030,2,Sparkasse Südholstein,25355,Barmstedt,Spk Südholstein Neumünster,52307,,052066,U,0,00000000
23051030,2,Sparkasse Südholstein,25436,Uetersen,Spk Südholstein Neumünster,52307,,052068,U,0,00000000
23051030,2,Sparkasse Südholstein,25436,Tornesch,Spk Südholstein Neumünster,52307,,052069,U,0,00000000
23051030,2,Sparkasse Südholstein,25451,Quickborn,Spk Südholstein Neumünster,52307,,052070,U,0,00000000
23051030,2,Sparkasse Südholstein,25462,Rellingen,Spk Südholstein Neumünster,52307,,052071,U,0,00000000
23051030,2,Sparkasse Südholstein,25469,Halstenbek,Spk Südholstein Neumünster,52307,,052072,U,0,00000000
23051030,2,Sparkasse Südholstein,27498,Helgoland,Spk Südholstein Neumünster,52307,,052077,U,0,00000000
23051030,2,Sparkasse Südholstein,25479,Ellerau,Spk Südholstein Neumünster,52307,,052089,U,0,00000000
23051030,2,Sparkasse Südholstein,23795,Bad Segeberg,Spk Südholstein Neumünster,52307,,052845,U,0,00000000
23052750,1,Kreissparkasse Herzogtum Lauenburg,23879,Mölln,Kr Spk Herzogtum Lauenburg,52305,NOLADE21RZB,002086,U,0,00000000
23061220,1,Raiffeisenbank Leezen,23816,Leezen,Raiffeisenbank Leezen,62043,GENODEF1LZN,016728,U,0,00000000
23061220,2,Raiffeisenbank Leezen,23866,Nahe,Raiffeisenbank Leezen,62043,,018149,U,0,00000000
23061220,2,Raiffeisenbank Leezen,23812,Wahlstedt,Raiffeisenbank Leezen,62043,,032435,U,0,00000000
23061220,2,Raiffeisenbank Leezen,23795,Bad Segeberg,Raiffeisenbank Leezen,62043,,050495,U,0,00000000
23061220,2,Raiffeisenbank Leezen (Gf P2),23816,Leezen,Raiffeisenbank Leezen,72043,,053739,U,0,00000000
23062124,1,Raiffeisenbank -alt-,22935,Bargteheide,Raiffbk Bargteheide -alt-,62552,GENODEF1BAR,016762,U,0,00000000
23062124,2,Raiffeisenbank,23863,Bargfeld-Stegen,Raiffeisenbank Bargteheide,62552,,016760,U,0,00000000
23062124,2,Raiffeisenbank,22964,Steinburg,Raiffeisenbank Bargteheide,62552,,016800,U,0,00000000
23062124,2,Raiffeisenbank (Gf P2),22935,Bargteheide,Raiffeisenbank Bargteheide,72552,,053740,U,0,00000000
23063129,1,Raiffeisenbank,21470,Lauenburg,Raiffeisenbank Lauenburg,62611,GENODEF1RLB,016726,U,0,00000000
23063129,2,Raiffeisenbank (Gf P2),21470,Lauenburg,Raiffeisenbank Lauenburg,72611,,053742,U,0,00000000
23063129,2,Raiffeisenbank Lauenburg,19258,Boizenburg,Raiffeisenbank Lauenburg,62611,,046349,U,0,00000000
23063129,2,Raiffeisenbank Lauenburg,21487,Schwarzenbek,Raiffeisenbank Lauenburg,62611,,053576,U,0,00000000
23064107,1,Raiffeisenbank,21514,Büchen,Raiffeisenbank Büchen,62614,GENODEF1BCH,016814,U,0,00000000
23064107,2,Raiffeisenbank (Gf P2),21514,Büchen,Raiffeisenbank Büchen,72614,,053743,U,0,00000000
23064107,2,Raiffeisenbank Büchen,21493,Schwarzenbek,Raiffeisenbank Büchen,62614,,016952,U,0,00000000
23064107,2,Raiffeisenbank Büchen,19230,Hagenow,Raiffeisenbank Büchen,62614,,045701,U,0,00000000
23064107,2,Raiffeisenbank Büchen,19089,Crivitz,Raiffeisenbank Büchen,62614,,046034,U,0,00000000
23064107,2,Raiffeisenbank Büchen,19086,Plate,Raiffeisenbank Büchen,62614,,046035,U,0,00000000
23064107,2,Raiffeisenbank Büchen,19075,Pampow,Raiffeisenbank Büchen,62614,,049291,U,0,00000000
23070203,1,Postbank/DSL Ndl der Deutsche Bank,23566,Lübeck,Postbank Ndl Deutsche Bank,27203,DEUTDEHHP02,057528,U,0,00000000
23070224,1,Postbank/DSL Ndl der Deutsche Bank,23566,Lübeck,Postbank Ndl Deutsche Bank,21203,DEUTDEDBP02,057527,U,0,00000000
23070700,1,Deutsche Bank,23547,Lübeck,Deutsche Bank,21730,DEUTDEDB237,005800,U,0,00000000
23070700,2,Deutsche Bank,23758,Oldenburg in Holstein,Deutsche Bank,21730,,000602,U,0,00000000
23070700,2,Deutsche Bank,23623,Ahrensbök,Deutsche Bank,21730,,000611,U,0,00000000
23070700,2,Deutsche Bank,23611,Bad Schwartau,Deutsche Bank,21730,,000615,U,0,00000000
23070700,2,Deutsche Bank,23617,Stockelsdorf,Deutsche Bank,21730,,000616,U,0,00000000
23070700,2,Deutsche Bank,23871,Mölln,Deutsche Bank,21730,,000617,U,0,00000000
23070700,2,Deutsche Bank,23730,Neustadt in Holstein,Deutsche Bank,21730,,000620,U,0,00000000
23070700,2,Deutsche Bank,23909,Ratzeburg,Deutsche Bank,21730,,000621,U,0,00000000
23070700,2,Deutsche Bank,23669,Timmendorfer Strand,Deutsche Bank,21730,,000623,U,0,00000000
23070700,2,Deutsche Bank,23858,Reinfeld (Holstein),Deutsche Bank,21730,,000624,U,0,00000000
23070700,2,Deutsche Bank,23626,Ratekau,Deutsche Bank,21730,,000635,U,0,00000000
23070700,2,Deutsche Bank,23843,Bad Oldesloe,Deutsche Bank,21730,,004936,U,0,00000000
23070700,2,Deutsche Bank,23701,Eutin,Deutsche Bank,21730,,004951,U,0,00000000
23070700,2,Deutsche Bank,23795,Bad Segeberg,Deutsche Bank,21730,,032190,U,0,00000000
23070710,1,Deutsche Bank,23547,Lübeck,Deutsche Bank,27601,DEUTDEHH222,051543,U,0,00000000
23080040,1,Commerzbank vormals Dresdner Bank,23501,Lübeck,Commerzbank Lübeck,28230,DRESDEFF230,005604,U,0,00000000
23080040,2,Commerzbank vormals Dresdner Bank,23611,Bad Schwartau,Commerzbank Bad Schwartau,28230,,034789,U,0,00000000
23089201,1,Commerzbank vormals Dresdner Bank ITGK,23501,Lübeck,Commerzbank ITGK Lübeck,,DRESDEFFI08,050736,U,0,00000000
23090142,1,Volksbank Lübeck,23552,Lübeck,Volksbank Lübeck,92039,GENODEF1HLU,017697,U,0,00000000
23090142,2,Volksbank Lübeck,23611,Bad Schwartau,Volksbank Lübeck,92039,,016758,U,0,00000000
23090142,2,Volksbank Lübeck,23617,Stockelsdorf,Volksbank Lübeck,92039,,017041,U,0,00000000
23090142,2,Volksbank Lübeck (Gf P2),23505,Lübeck,Volksbank Lübeck,82039,,053744,U,0,00000000
24040000,1,Commerzbank,21303,Lüneburg,Commerzbank Lüneburg,24208,COBADEFFXXX,006177,U,0,00000000
24050110,1,Sparkasse Lüneburg,21309,Lüneburg,Spk Lüneburg,52401,NOLADE21LBG,009473,U,0,00000000
24050110,2,Sparkasse Lüneburg,21379,Scharnebeck,Spk Lüneburg,52401,,007857,U,0,00000000
24050110,2,Sparkasse Lüneburg,21391,Reppenstedt,Spk Lüneburg,52401,,007994,U,0,00000000
24050110,2,Sparkasse Lüneburg,21365,Adendorf,Spk Lüneburg,52401,,008837,U,0,00000000
24050110,2,Sparkasse Lüneburg,21368,Dahlenburg,Spk Lüneburg,52401,,009071,U,0,00000000
24050110,2,Sparkasse Lüneburg,21406,Melbeck,Spk Lüneburg,52401,,009312,U,0,00000000
24050110,2,Sparkasse Lüneburg,21354,Bleckede,Spk Lüneburg,52401,,010886,U,0,00000000
24050110,2,Sparkasse Lüneburg,21385,Amelinghausen,Spk Lüneburg,52401,,010942,U,0,00000000
24050110,2,Sparkasse Lüneburg,21357,Bardowick,Spk Lüneburg,52401,,011000,U,0,00000000
24050110,2,Sparkasse Lüneburg,21522,Hohnstorf (Elbe),Spk Lüneburg,52401,,033407,U,0,00000000
24050110,2,Sparkasse Lüneburg,21397,Barendorf,Spk Lüneburg,52401,,043750,U,0,00000000
24050110,2,Sparkasse Lüneburg,21382,Brietlingen,Spk Lüneburg,52401,,043751,U,0,00000000
24050110,2,Sparkasse Lüneburg,21407,Deutsch Evern,Spk Lüneburg,52401,,044117,U,0,00000000
24050110,2,Sparkasse Lüneburg,19273,Neuhaus,Spk Lüneburg,52401,,048254,U,0,00000000
24060300,1,Volksbank Lüneburger Heide,21412,Winsen (Luhe),VB Lüneburger Heide,62617,GENODEF1NBU,021707,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21149,Hamburg,VB Lüneburger Heide,62617,,018355,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21255,Tostedt,VB Lüneburger Heide,62617,,022540,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21435,Stelle,VB Lüneburger Heide,62617,,025815,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21438,Brackel,VB Lüneburger Heide,62617,,025895,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21624,Neu Wulmstorf,VB Lüneburger Heide,62617,,025987,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21232,Buchholz in der Nordheide,VB Lüneburger Heide,62617,,026029,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21447,Handorf,VB Lüneburger Heide,62617,,026095,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21266,Jesteburg,VB Lüneburger Heide,62617,,028092,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21217,Seevetal,VB Lüneburger Heide,62617,,028104,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21394,Kirchgellersen,VB Lüneburger Heide,62617,,028354,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21442,Toppenstedt,VB Lüneburger Heide,62617,,028573,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21224,Rosengarten,VB Lüneburger Heide,62617,,028825,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21373,Salzhausen,VB Lüneburger Heide,62617,,028878,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21272,Egestorf,VB Lüneburger Heide,62617,,029160,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21271,Hanstedt,VB Lüneburger Heide,62617,,029280,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21274,Undeloh,VB Lüneburger Heide,62617,,029701,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21261,Welle,VB Lüneburger Heide,62617,,029776,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21365,Adendorf,VB Lüneburger Heide,62617,,056170,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21385,Amelinghausen,VB Lüneburger Heide,62617,,056171,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29683,Bad Fallingbostel,VB Lüneburger Heide,62617,,056172,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21357,Bardowick,VB Lüneburger Heide,62617,,056173,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29646,Bispingen,VB Lüneburger Heide,62617,,056174,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21354,Bleckede,VB Lüneburger Heide,62617,,056175,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21368,Dahlenburg,VB Lüneburger Heide,62617,,056177,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29693,Hodenhagen,VB Lüneburger Heide,62617,,056178,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,19249,Lübtheen,VB Lüneburger Heide,62617,,056179,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21335,Lüneburg,VB Lüneburger Heide,62617,,056180,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21406,Melbeck,VB Lüneburger Heide,62617,,056181,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29633,Munster,VB Lüneburger Heide,62617,,056182,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29643,Neuenkirchen,VB Lüneburger Heide,62617,,056183,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,19273,Neuhaus,VB Lüneburger Heide,62617,,056184,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,19230,Redefin,VB Lüneburger Heide,62617,,056185,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21391,Reppenstedt,VB Lüneburger Heide,62617,,056186,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,27336,Rethem (Aller),VB Lüneburger Heide,62617,,056187,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29640,Schneverdingen,VB Lüneburger Heide,62617,,056188,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29690,Schwarmstedt,VB Lüneburger Heide,62617,,056189,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29605,Soltau,VB Lüneburger Heide,62617,,056190,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,21395,Tespe,VB Lüneburger Heide,62617,,056191,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,19260,Vellahn,VB Lüneburger Heide,62617,,056192,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,27369,Visselhövede,VB Lüneburger Heide,62617,,056193,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29664,Walsrode,VB Lüneburger Heide,62617,,056194,U,0,00000000
24060300,2,Volksbank Lüneburger Heide,29649,Wietzendorf,VB Lüneburger Heide,62617,,056195,U,0,00000000
24060300,2,Volksbank Lüneburger Heide (Gf P2),21412,Winsen (Luhe),VB Lüneburger Heide,72617,,053746,U,0,00000000
24061392,1,Volksbank Bleckede-Dahlenburg -alt-,21366,Dahlenburg,VB Bleckede-Dahlenbg -alt-,62054,GENODEF1DAB,025931,U,0,00000000
24070024,1,Deutsche Bank,21304,Lüneburg,Deutsche Bank,21681,DEUTDEDB240,049853,U,0,00000000
24070024,2,Deutsche Bank,29503,Uelzen,Deutsche Bank,21681,DEUTDEDB242,049854,U,0,00000000
