group,bank_code,branch_id,bank_code_new,sic_number,head_office_bank_code,bank_code_type,valid_from,sic,euro_sic,language,short_name,name,domicile_address,postal_address,post_code,city,phone,fax,phone_code,country_code,postal_account,swift
08,80129,0019,,801298,80000,3,20181019,1,1,2,Raiffeisen,Banque Raiffeisen Moléson,Route de l'Eglise 12,,1644,Avry-devant-Pont,026 913 27 00,026 913 27 45,,,*17-237-8,RAIFCH22129
08,80139,0000,,801399,80000,2,20170601,1,1,2,Raiffeisen,Banque Raiffeisen Broye Vully Lacs,Pré de la Cour 29,,1564,Domdidier,026 662 37 37,,,,17-1378-2,RAIFCH22139
08,80139,0006,,801399,80000,3,20170608,1,1,2,Raiffeisen,Banque Raiffeisen Broye Vully Lacs,Rue Centrale 56,Case postale 22,1776,Montagny-la-Ville,026 662 37 37,,,,*17-1378-2,RAIFCH22139
08,80139,0007,,801399,80000,3,20170608,1,1,2,Raiffeisen,Banque Raiffeisen Broye Vully Lacs,Route de la Chapelle 11,,1470,Estavayer-le-Lac,026 662 37 37,,,,*17-1378-2,RAIFCH22139
08,80139,0008,,801399,80000,3,20170608,1,1,2,Raiffeisen,Banque Raiffeisen Broye Vully Lacs,Route Principale 20,,1786,Sugiez,026 662 37 37,,,,*17-1378-2,RAIFCH22139
08,80150,0000,80105,801509,80000,2,20180802,1,1,2,Raiffeisen,Banque Raiffeisen Cousimbert,Route de Fribourg 11,,1634,"Roche FR, La",026 414 99 00,026 414 99 99,,,17-2191-3,RAIFCH22150
08,80155,0000,80129,801556,80000,2,20170601,1,1,2,Raiffeisen,Banque Raiffeisen du Gibloux,Route St-Ignace 43,Case postale 24,1633,Marsens,026 915 60 00,026 915 60 09,,,17-3743-5,RAIFCH22155
08,80159,0000,,801593,80000,2,20150725,1,1,2,Raiffeisen,Banque Raiffeisen Fribourg-Ouest,Route de Moncor 12,Case postale 16,1752,Villars-sur-Glâne,026 408 40 00,026 408 40 99,,,17-5101-4,RAIFCH22159
08,80181,0000,,801813,80000,2,20140424,1,1,2,Raiffeisen,Banque Raiffeisen Région Genève Rhône,Rue de Bernex 259A,,1233,Bernex,022 879 10 10,022 879 10 00,,,12-359-3,RAIFCH22181
08,80181,0001,,801813,80000,3,20140424,1,1,2,Raiffeisen,Banque Raiffeisen Région Genève Rhône,Chemin de Gué 99,,1213,"Petit-Lancy, Le",022 879 10 10,022 879 10 00,,,*12-359-3,RAIFCH22181
08,80181,0002,,801813,80000,3,20180223,1,1,2,Raiffeisen,Banque Raiffeisen Région Genève Rhône,Rond-Point de Plainpalais 2A,,1205,Genève,022 879 10 10,022 879 10 90,,,*12-359-3,RAIFCH22181
08,80187,0000,,801876,80000,2,20180613,1,1,2,Raiffeisen,Banque Raiffeisen du Salève,Route de Veyrier 264 A,Case postale 160,1255,Veyrier,022 784 20 00,022 308 12 00,,,12-10362-0,RAIFCH22187
08,80187,0001,,801876,80000,3,20180613,1,1,2,Raiffeisen,Banque Raiffeisen du Salève,Rte de St-Julien 145,,1228,Plan-les-Ouates,022 794 91 04,022 308 12 00,,,*12-10362-0,RAIFCH22187
08,80187,0002,,801876,80000,3,20180613,1,1,2,Raiffeisen,Banque Raiffeisen du Salève,Avenue Krieg 15,,1208,Genève,022 839 30 10,022 308 12 00,,,*12-10362-0,RAIFCH22187
08,80187,0003,,801876,80000,3,20171218,1,1,2,Raiffeisen,Banque Raiffeisen du Salève,Rue de Marché 11,,1227,Carouge,022 308 12 12,022 308 12 00,,,*12-10362-0,RAIFCH22187
08,80188,0000,,801884,80000,2,20110903,1,1,2,Raiffeisen,Banque Raiffeisen d'Arve et Lac,Rue Peillonnex 2,Case postale 77,1225,Chêne-Bourg,022 869 25 00,022 869 25 05,,,12-6616-4,RAIFCH22188
08,80188,0009,,801884,80000,3,20110811,1,1,2,Raiffeisen,Banque Raiffeisen d'Arve et Lac,"116, rte d'Hermance",,1245,Collonge-Bellerive,022 855 90 00,022 855 90 09,,,*12-6616-4,RAIFCH22188
08,80188,0011,,801884,80000,3,20110811,1,1,2,Raiffeisen,Banque Raiffeisen d'Arve et Lac,Cours de Rive 4,,1204,Genève,022 319 18 00,022 319 18 05,,,*12-6616-4,RAIFCH22188
08,80206,0000,80210,802066,80000,2,20190701,1,1,2,Raiffeisen,Banque Raiffeisen de Meyrin,,Case postale 9,1217,Meyrin,022 782 06 90,022 785 54 35,,,12-5714-6,RAIFCH22206
08,80210,0000,,802107,80000,2,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Genève Ouest-Meyrin,Chemin Antoine-Verchère 3,,1217,Meyrin,022 930 91 91,,+41,,12-1354-2,RAIFCH22210
08,80210,0002,,802107,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Genève Ouest-Meyrin,ch. Edouard-Sarasin 24A,,1218,"Grand-Saconnex, Le",022 930 91 70,,,,*12-1354-2,RAIFCH22210
08,80210,0003,,802107,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Genève Ouest-Meyrin,Rue de Lyon 2,,1201,Genève,022 930 91 70,,,,*12-1354-2,RAIFCH22210
08,80210,0004,,802107,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Genève Ouest-Meyrin,Chemin de l'Etang 76,,1219,Châtelaine,022 930 91 50,,,,*12-1354-2,RAIFCH22210
08,80210,0005,,802107,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Genève Ouest-Meyrin,Chemin de Champ-Claude 1,,1214,Vernier,022 930 91 00,,,,*12-1354-2,RAIFCH22210
08,80210,0006,,802107,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Genève Ouest-Meyrin,Route d'Aire-la-Ville 214,,1242,Satigny,022 930 91 91,,+41,,*12-1354-2,RAIFCH22210
08,80210,0007,,802107,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Genève Ouest-Meyrin,Avenue de Feuillasse 24,,1217,Meyrin,022 782 06 90,022 785 54 35,+41,,*12-1354-2,RAIFCH22210
08,80215,0000,,802154,80000,2,20110903,1,1,2,Raiffeisen,Banque Raiffeisen de la Versoix,Place Charles David 11,Case postale 228,1290,Versoix,022 950 91 91,022 950 91 79,,,12-5333-6,RAIFCH22215
08,80215,0005,,802154,80000,3,20170216,1,1,2,Raiffeisen,Banque Raiffeisen de la Versoix,Rue du Mont-Blanc 19,,1201,Genève,022 950 91 91,022 950 91 49,,,*12-5333-6,RAIFCH22215
08,80237,0000,,802372,80000,2,20180223,1,1,2,Raiffeisen,Banque Raiffeisen des Montagnes Neuchâteloises,Rue du Temple 19,,2400,"Locle, Le",032 910 51 00,,,,23-3107-0,RAIFCH22237
08,80237,0001,,802372,80000,3,20180223,1,1,2,Raiffeisen,Banque Raiffeisen des Montagnes Neuchâteloises,Av. Léopold-Robert 11,,2300,"Chaux-de-Fonds, La",032 910 51 00,,,,*23-3107-0,RAIFCH22237
08,80237,0002,,802372,80000,3,20180223,1,1,2,Raiffeisen,Banque Raiffeisen des Montagnes Neuchâteloises,Industrie 7,,2316,"Ponts-de-Martel, Les",032 910 51 00,,,,*23-3107-0,RAIFCH22237
08,80237,0003,,802372,80000,3,20180223,1,1,2,Raiffeisen,Banque Raiffeisen des Montagnes Neuchâteloises,Rue du Village 180,,2406,"Brévine, La",032 910 51 00,,,,*23-3107-0,RAIFCH22237
08,80241,0000,,802416,80000,2,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue St-Honoré 5,,2000,Neuchâtel,0840 241 241,,,,20-7356-3,RAIFCH22241
08,80241,0001,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue du Temple 9,,2022,Bevaix,0840 241 241,,,,*20-7356-3,RAIFCH22241
08,80241,0002,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue Haute 21,,2013,Colombier NE,0840 241 241,,,,*20-7356-3,RAIFCH22241
08,80241,0006,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Grand-Rue 30,,2072,St-Blaise,0840 241 241,,,,*20-7356-3,RAIFCH22241
08,80241,0007,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Avenue de la Gare 12,,2114,Fleurier,0840 241 241,,,,*20-7356-3,RAIFCH22241
08,80241,0008,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Route de Neuchâtel 1,,2520,"Neuveville, La",0840 241 241,,,,*20-7356-3,RAIFCH22241
08,80241,0009,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue St-Honoré 1,,2000,Neuchâtel,0840 241 241,,,,*20-7356-3,RAIFCH22241
08,80241,0010,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue du Centre 8,,2023,Gorgier,0840 241 241,,+41,,*20-7356-3,RAIFCH22241
08,80241,0011,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue du Collège 1,,2207,Coffrane,0840 241 241,,+41,,*20-7356-3,RAIFCH22241
08,80241,0012,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Rue de l'Epervier 4,,2053,Cernier,0840 241 241,,+41,,*20-7356-3,RAIFCH22241
08,80241,0013,,802416,80000,3,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Neuchâtel et Vallées,Grand-Rue 13,,2056,Dombresson,0840 241 241,,+41,,*20-7356-3,RAIFCH22241
08,80251,0000,80241,802512,80000,2,20190701,1,1,2,Raiffeisen,Banque Raiffeisen du Val-de-Ruz,Rue du Collège 1,,2207,Coffrane,032 858 24 24,032 858 24 25,,,20-6586-6,RAIFCH22251
08,80261,0000,80241,802613,80000,2,20190701,1,1,2,Raiffeisen,Banque Raiffeisen Val-de-Travers,Avenue de la Gare 12,Case postale 376,2114,Fleurier,032 862 20 00,,,,20-7781-5,RAIFCH22261
08,80272,0000,,802726,80000,2,20110903,1,1,3,Raiffeisen,Banca Raiffeisen del Basso Mendrisiotto,Corso San Gottardo 54A,Casella postale 2863,6830,Chiasso,091 690 55 11,091 690 55 22,,,69-5160-5,RAIFCH22272
08,80272,0002,,802726,80000,3,20140816,1,1,3,Raiffeisen,Banca Raiffeisen del Basso Mendrisiotto,Via San Gottardo 61,Casella postale 279,6828,Balerna,091 690 55 11,091 690 55 22,,,*69-5160-5,RAIFCH22272
08,80280,0000,,802805,80000,2,20150701,1,1,3,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via San Gottardo 67,Casella postale 1033,6596,Gordola,091 735 12 12,091 735 12 49,,,65-2072-1,RAIFCH22280
08,80280,0004,,802805,80000,3,20150705,1,1,3,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via Locarno 1,,6516,Cugnasco,091 735 12 12,091 735 12 49,,,*65-2072-1,RAIFCH22280
08,80280,0006,,802805,80000,3,20150625,1,1,3,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via Stazione 15,,6593,Cadenazzo,091 735 12 12,091 735 12 49,,,*65-2072-1,RAIFCH22280
08,80280,0007,,802805,80000,3,20150625,1,1,3,Raiffeisen,Banca Raiffeisen Piano di Magadino,Via Canonale 138,,6573,Magadino,091 735 12 12,091 735 12 49,,,*65-2072-1,RAIFCH22280
08,80281,0000,80333,802810,80000,2,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Centovalli Pedemonte Onsernone,Stradon 53,,6653,Verscio,091 785 61 10,091 785 61 14,,,65-4765-0,RAIFCH22281
08,80283,0000,,802836,80000,2,20110903,1,1,3,Raiffeisen,Banca Raiffeisen del Vedeggio,Via Grumo 31,,6929,Gravesano,091 960 30 10,091 960 30 11,,,69-7333-5,RAIFCH22283
08,80283,0002,,802836,80000,3,20110812,1,1,3,Raiffeisen,Banca Raiffeisen del Vedeggio,Via Carvina 4,,6807,Taverne,091 960 30 10,091 960 30 11,,,*69-7333-5,RAIFCH22283
08,80283,0003,,802836,80000,3,20180518,1,1,3,Raiffeisen,Banca Raiffeisen del Vedeggio,Via Sirana 54,,6814,Lamone,091 960 30 10,091 960 30 11,,,*69-7333-5,RAIFCH22283
08,80283,0006,,802836,80000,3,20140121,1,1,3,Raiffeisen,Banca Raiffeisen del Vedeggio,Via Cantonale,,6802,Rivera,091 960 30 10,091 960 30 11,,,*69-7333-5,RAIFCH22283
08,80287,0000,,802873,80000,2,20150822,1,1,3,Raiffeisen,Banca Raiffeisen Basso Ceresio,Via Cantonale 85,Casella postale 335,6818,Melano,091 640 29 29,091 640 29 19,,,69-8463-3,RAIFCH22287
08,80287,0004,,802873,80000,3,20150822,1,1,3,Raiffeisen,Banca Raiffeisen Basso Ceresio,Piazza Zorzi 2,Casella postale 80,6816,Bisone,091 640 29 29,091 640 29 19,,,*69-8463-3,RAIFCH22287
08,80287,0005,,802873,80000,3,20150822,1,1,3,Raiffeisen,Banca Raiffeisen Basso Ceresio,Via dell' Indipenza 8,,6826,Riva San Vitale,091 640 29 29,091 640 29 19,,,*69-8463-3,RAIFCH22287
08,80290,0000,,802902,80000,2,20110903,1,1,3,Raiffeisen,Banca Raiffeisen Morbio-Vacallo,Via Asilo 3,Casella postale 260,6834,Morbio Inferiore,091 697 57 00,091 697 57 10,,,69-1195-7,RAIFCH22290
08,80290,0001,,802902,80000,3,20181019,1,1,3,Raiffeisen,Banca Raiffeisen Morbio-Vacallo,Via Gen. Guisan 2,,6833,Vacallo,091 697 57 75,091 697 57 10,,,*69-1195-7,RAIFCH22290
08,80307,0000,,803075,80000,2,20141223,1,1,3,Raiffeisen,Banca Raiffeisen Malcantonese,Via Contrada Nuova 3,,6982,Agno,091 611 18 00,091 611 18 90,,,69-7842-5,RAIFCH22307
08,80307,0001,,803075,80000,3,20141223,1,1,3,Raiffeisen,Banca Raiffeisen Malcantonese,Via Cantonale 23,,6936,Cademario,091 611 18 00,091 611 18 90,,,*69-7842-5,RAIFCH22307
08,80307,0002,,803075,80000,3,20141223,1,1,3,Raiffeisen,Banca Raiffeisen Malcantonese,Via Cademario 9,Casella postale 208,6934,Bioggio,091 611 18 00,091 611 18 91,,,*69-7842-5,RAIFCH22307
08,80307,0003,,803075,80000,3,20141223,1,1,3,Raiffeisen,Banca Raiffeisen Malcantonese,Piazzale Demarta,Casella postale 142,6986,Novaggio,091 611 18 00,091 611 18 92,,,*69-7842-5,RAIFCH22307
08,80317,0000,,803172,80000,2,20171026,1,1,3,Raiffeisen,Banca Raiffeisen della Magliasina,Via Stazione 20,Casella postale 249,6987,Caslano,091 606 26 33,091 606 89 49,,,69-3056-6,RAIFCH22317
08,80317,0001,,803172,80000,3,20140425,1,1,2,Raiffeisen,Banca Raiffeisen della Magliasina,Via Cantonale,,6983,Magliaso,091 606 10 78,091 606 62 78,,,*69-3056-6,RAIFCH22317
08,80317,0003,,803172,80000,3,20190417,1,1,3,Raiffeisen,Banca Raiffeisen della Magliasina,Via Cantonale,,6998,Monteggio,091 608 16 26,091 608 22 00,,,*69-3056-6,RAIFCH22317
08,80332,0000,80340,803328,80000,2,20190701,1,1,3,Raiffeisen,Banca Raiffeisen del Monte San Giorgio,Via Mastri Ligornettesi 17,,6853,Ligornetto,091 640 91 00,091 640 91 49,,,69-6364-9,RAIFCH22332
08,80333,0000,,803333,80000,2,20190704,1,1,3,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Al Croséll 2,,6673,Maggia,091 759 02 50,091 759 02 55,,,65-6555-9,RAIFCH22333
08,80333,0001,,803333,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,viale Papio 8,Casella postale,6612,Ascona,091 785 19 70,091 785 19 79,+41,,*65-6555-9,RAIFCH22333
08,80333,0002,,803333,80000,3,20190701,1,1,3,Raiffeisen,Banca RaiffeisenLosone Pedemonte Vallemaggia,Via R. Leoncavallo 33,,6614,Brissago,091 786 82 20,091 786 82 29,+41,,*65-6555-9,RAIFCH22333
08,80333,0003,,803333,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Via S. Materno 1,,6616,Losone,091 785 10 20,091 785 10 29,,,*65-6555-9,RAIFCH22333
08,80333,0004,,803333,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Stradon 53,,6653,Verscio,091 785 61 10,091 785 61 14,,,*65-6555-9,RAIFCH22333
08,80333,0005,,803333,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,via Cantonale,,6655,Intragna,091 785 61 10,091 785 61 14,,,*65-6555-9,RAIFCH22333
08,80333,0006,,803333,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Losone Pedemonte Vallemaggia,Piazza,,6675,Cevio,091 759 02 50,091 759 02 55,,,*65-6555-9,RAIFCH22333
08,80335,0000,80333,803357,80000,2,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Vallemaggia,Via Cantonale,,6673,Maggia,091 759 02 50,091 759 02 55,,,65-6427-7,RAIFCH22335
08,80340,0000,,803408,80000,2,20190704,1,1,3,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via Lavizzari 19A,Casella postale 73,6850,Mendrisio,091 640 34 34,,,,69-7191-8,RAIFCH22340
08,80340,0001,,803408,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via G.B. Maggi,,6874,Castel San Pietro,091 640 34 34,,,,*69-7191-8,RAIFCH22340
08,80340,0003,,803408,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via V. Vela 9,,6862,Rancate,091 640 34 34,,,,*69-7191-8,RAIFCH22340
08,80340,0004,,803408,80000,3,20190701,1,1,3,Raiffeisen,Banca Raiffeisen Mendrisio e Valle di Muggio,Via Mastri Ligornettesi 17,,6853,Ligornetto,091 640 34 34,,,,*69-7191-8,RAIFCH22340
08,80344,0000,,803445,80000,2,20150521,1,1,3,Raiffeisen,Banca Raiffeisen del Camoghè,Via della Posta 7,,6512,Giubiasco,091 851 34 60,091 851 34 79,,,65-6841-1,RAIFCH22344
08,80344,0001,,803445,80000,3,20181115,1,1,3,Raiffeisen,Banca Raiffeisen del Camoghè,Via al Ticino 30,,6514,Sementina,091 851 34 63,091 851 34 79,,,*65-6841-1,RAIFCH22344
08,80344,0002,,803445,80000,3,20181115,1,1,3,Raiffeisen,Banca Raiffeisen del Camoghè,el Cunvént 7,,6513,Monte Carasso,091 820 28 80,091 851 34 79,,,*65-6841-1,RAIFCH22344
08,80344,0004,,803445,80000,3,20181115,1,1,3,Raiffeisen,Banca Raiffeisen del Camoghè,In Muntagna 4,,6528,Camorino,091 850 05 00,091 851 34 79,,,*65-6841-1,RAIFCH22344
08,80350,0000,,803500,80000,2,20161220,1,1,3,Raiffeisen,Banca Raiffeisen Tre Valli,Via A. Giovannini 4,,6710,Biasca,091 873 99 00,091 873 99 99,,,65-7122-1,RAIFCH22350
08,80350,0001,,803500,80000,3,20161214,1,1,3,Raiffeisen,Banca Raiffeisen Tre Valli,via Campagna,,6713,Malvaglia,091 873 99 00,091 873 99 97,,,*65-7122-1,RAIFCH22350
08,80350,0002,,803500,80000,3,20161214,1,1,3,Raiffeisen,Banca Raiffeisen Tre Valli,zona Lavorceno,,6718,Olivone,091 873 99 00,091 873 99 98,,,*65-7122-1,RAIFCH22350
08,80350,0004,,803500,80000,3,20161214,1,1,3,Raiffeisen,Banca Raiffeisen Tre Valli,Via Cantonale 147,,6527,Lodrino,091 873 99 00,091 873 99 94,,,*65-7122-1,RAIFCH22350
08,80350,0005,,803500,80000,3,20161214,1,1,3,Raiffeisen,Banca Raiffeisen Tre Valli,Piazza Stefano Franscini 6,,6760,Faido,091 873 99 00,091 873 99 95,,,*65-7122-1,RAIFCH22350
08,80350,0006,,803500,80000,3,20161214,1,1,3,Raiffeisen,Banca Raiffeisen Tre Valli,Via San Gottardo 41,,6780,Airolo,091 873 99 00,091 873 99 96,,,*65-7122-1,RAIFCH22350
08,80362,0000,,803621,80000,2,20120601,1,1,3,Raiffeisen,Banca Raiffeisen Colline del Ceresio,Via San Gottardo 139,Casella postale 544,6942,Savosa,091 961 01 01,091 961 01 00,,,69-8897-8,RAIFCH22362
08,80362,0002,,803621,80000,3,20120531,1,1,3,Raiffeisen,Banca Raiffeisen Colline del Ceresio,Via Polar 69,,6932,Breganzona,091 960 37 70,091 960 37 77,,,*69-8897-8,RAIFCH22362
08,80365,0000,,803652,80000,2,20161104,1,1,3,Raiffeisen,Banca Raiffeisen della Campagnadorna,Via Boff 2,,6855,Stabio,091 640 71 71,091 640 72 70,,,69-7222-4,RAIFCH22365
08,80365,0001,,803652,80000,3,20161115,1,1,3,Raiffeisen,Banca Raiffeisen della Campagnadorna,Via Boschetto 1,Casella postale 22,6883,Novazzano,091 640 71 71,091 640 72 71,,,*69-7222-4,RAIFCH22365
08,80365,0002,,803652,80000,3,20161115,1,1,3,Raiffeisen,Banca Raiffeisen della Campagnadorna,Piazza Baraini,,6852,Genestrerio,091 640 71 71,091 640 72 73,,,*69-7222-4,RAIFCH22365
08,80365,0003,,803652,80000,3,20161115,1,1,3,Raiffeisen,Banca Raiffeisen della Campagnadorna,Via Mola 12,,6877,Coldrerio,091 640 71 71,091 640 72 72,,,*69-7222-4,RAIFCH22365
08,80366,0000,,803668,80000,2,20130622,1,1,3,Raiffeisen,Banca Raiffeisen del Cassarate,Piazza Motta,Casella Postale 162,6950,Tesserete,091 936 36 36,091 936 36 37,,,69-3514-1,RAIFCH22366
08,80366,0003,,803668,80000,3,20190417,1,1,3,Raiffeisen,Banca Raiffeisen del Cassarate,Via Campagna 2,,6965,Cadro,091 936 36 66,091 936 36 37,,,*69-3514-1,RAIFCH22366
08,80366,0004,,803668,80000,3,20190417,1,1,3,Raiffeisen,Banca Raiffeisen del Cassarate,Via Massagno 1a,,6952,Canobbio,091 936 36 76,091 936 36 37,,,*69-3514-1,RAIFCH22366
08,80366,0006,,803668,80000,3,20190417,1,1,3,Raiffeisen,Banca Raiffeisen del Cassarate,via Cantonale 12A,,6944,Cureglia,091 936 36 96,091 936 36 37,,,*69-3514-1,RAIFCH22366
08,80375,0000,,803755,80000,2,20110903,1,1,3,Raiffeisen,Banca Raiffeisen Lugano,Via Pretorio 22,,6900,Lugano,091 911 90 01,091 911 90 50,,,69-9762-5,RAIFCH22375
08,80375,0001,,803755,80000,3,20121122,1,1,3,Raiffeisen,Banca Raiffeisen Lugano,Via Cersesio 55,,6963,Pregassona,091 911 90 01,091 935 11 20,,,*69-9762-5,RAIFCH22375
08,80379,0000,,803794,80000,2,20131021,1,1,3,Raiffeisen,Banca Raiffeisen Locarno,Piazza Muraccio 6,Casella postale 441,6601,Locarno,091 756 10 70,091 756 10 79,,,65-4671-2,RAIFCH22379
08,80379,0001,,803794,80000,3,20171218,1,1,3,Raiffeisen,Banca Raiffeisen Locarno,Via Vallemaggia 73,,6600,Locarno Solduno,091 756 10 30,,,,*65-4671-2,RAIFCH22379
08,80379,0002,,803794,80000,3,20171218,1,1,3,Raiffeisen,Banca Raiffeisen Locarno,Piazza Stazione 4A,,6600,Muralto,091 759 10 20,,,,*65-4671-2,RAIFCH22379
08,80379,0003,,803794,80000,3,20131020,1,1,3,Raiffeisen,Banca Raiffeisen Locarno,Via San Gottardo 80A,,6648,Minusio,091 756 10 35,,,,*65-4671-2,RAIFCH22379
08,80387,0000,,803874,80000,2,20110903,1,1,3,Raiffeisen,Banca Raiffeisen Bellinzonese e Visagno,Via G. Jauch 1,,6501,Bellinzona,091 826 16 76,091 825 22 26,,,65-5333-4,RAIFCH22387
08,80387,0003,,803874,80000,3,20181115,1,1,3,Raiffeisen,Banca Raiffeisen Bellinzonese e Visagno,Viale Moesa 2,,6517,Arbedo,091 829 29 60,,,,*65-5333-4,RAIFCH22387
08,80387,0007,,803874,80000,3,20190618,1,1,3,Raiffeisen,Banca Raiffeisen Bellinzonese e Visagno,In Ponton 2,,6702,Claro,091 863 10 33,,,,*65-5333-4,RAIFCH22387
08,80400,0000,80447,804000,80000,2,20160701,1,1,2,Raiffeisen,Banque Raiffeisen des Alpes Vaudoises,Route de la Cité 16,Case postale 196,1854,Leysin,024 493 40 00,024 493 40 44,,,18-907-6,RAIFCH22400
08,80401,0000,,804011,80000,2,20131105,1,1,2,Raiffeisen,Banque Raiffeisen Mont-Aubert Orbe,En Chamard 41 C,,1442,Montagny-près-Yverdon,024 447 80 00,024 447 80 09,,,10-22418-4,RAIFCH22401
08,80401,0007,,804011,80000,3,20140425,1,1,2,Raiffeisen,Banque Raiffeisen Mont-Aubert Orbe,Rue Cerntrale 6,Case postale,1450,Ste-Croix,024 447 80 00,024 447 80 61,,,*10-22418-4,RAIFCH22401
08,80401,0011,,804011,80000,3,20140425,1,1,2,Raiffeisen,Banque Raiffeisen Mont-Aubert Orbe,Grand-Rue 9,,1337,Vallorbe,024 447 80 00,024 447 80 81,,,*10-22418-4,RAIFCH22401
08,80403,0000,,804034,80000,2,20180917,1,1,2,Raiffeisen,Banque Raiffeisen Talent-Menthue,Rue du Château 4,Case postale 28,1376,Goumoens-la-Ville,021 886 02 02,,,,10-25837-3,RAIFCH22403
08,80414,0000,,804144,80000,2,20150916,1,1,2,Raiffeisen,Banque Raiffeisen d'Assens,Rte St-Germain 3,,1042,Assens,021 887 07 07,021 887 07 06,,,10-10091-1,RAIFCH22414
08,80414,0002,,804144,80000,3,20190417,1,1,2,Raiffeisen,Banque Raiffeisen d'Assens,Rte de Lausanne 10,,1033,Cheseaux-sur-Lausanne,021 887 07 07,021 887 07 06,,,*10-10091-1,RAIFCH22414
08,80414,0003,,804144,80000,3,20190417,1,1,2,Raiffeisen,Banque Raiffeisen d'Assens,Rue du Centre 21,,1023,Crissier,021 887 07 07,021 887 07 06,,,*10-10091-1,RAIFCH22414
08,80414,0004,,804144,80000,3,20190417,1,1,2,Raiffeisen,Banque Raiffeisen d'Assens,Rue de la Mèbre 4,,1020,Renens,021 887 07 07,021 887 07 06,,,*10-10091-1,RAIFCH22414
08,80428,0000,80447,804286,80000,2,20160701,1,1,2,Raiffeisen,Banque Raiffeisen du Pays-d'Enhaut,"Place de la Gare, Rte de la Gare 12",,1660,Château-d'Oex,+41 26 923 40 00,+41 26 923 40 20,,,10-6145-1,RAIFCH22428
08,80430,0000,,804303,80000,2,20180921,1,1,2,Raiffeisen,Banque Raiffeisen de la Riviera,Rue du Château 2,Case postale 78,1804,Corsier-sur-Vevey,021 921 32 88,,,,18-449-7,RAIFCH22430
08,80430,0002,,804303,80000,3,20180921,1,1,2,Raiffeisen,Banque Raiffeisen de la Riviera,Place de la Gare 7,Case postale 164,1807,Blonay,021 921 32 88,,,,*18-449-7,RAIFCH22430
08,80430,0006,,804303,80000,3,20180921,1,1,2,Raiffeisen,Banque Raiffeisen de la Riviera,Quai Grand'Rive 10,Case postale 315,1844,Villeneuve VD,021 921 32 88,,,,*18-449-7,RAIFCH22430
08,80430,0007,,804303,80000,3,20180921,1,1,2,Raiffeisen,Banque Raiffeisen de la Riviera,Rue du Simplon 48,Case postale 155,1800,Vevey,021 921 32 88,,,,*18-449-7,RAIFCH22430
08,80434,0000,,804340,80000,2,20110922,1,1,2,Raiffeisen,Banque Raiffeisen du Gros-de-Vaud,Rte de Lausanne 3,Case postale 291,1040,Echallens,021 886 20 40,021 886 20 49,,,10-4733-5,RAIFCH22434
