group,bank_code,branch_id,bank_code_new,sic_number,head_office_bank_code,bank_code_type,valid_from,sic,euro_sic,language,short_name,name,domicile_address,postal_address,post_code,city,phone,fax,phone_code,country_code,postal_account,swift
05,5881,0001,,058812,5881,3,20130914,1,1,1,NAB AG,Neue Aargauer Bank AG,Einkaufszentrum Telli Tellistr. 67,,5004,Aarau,062 838 81 81,062 838 81 82,,,*50-1083-6,
05,5881,0002,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Heinrich Wehrli-Strasse 5,,5033,Buchs AG,062 834 41 41,062 834 41 42,,,*50-1083-6,
05,5881,0003,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Mitteldorfstrasse 27,,5722,Gränichen,062 855 28 28,062 855 28 29,,,*50-1083-6,
05,5881,0004,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Tramstrasse 25,,5034,Suhr,062 855 27 77,062 855 27 78,,,*50-1083-6,
05,5881,0005,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Hauptstrasse 25,,5035,Unterentfelden,062 737 29 11,062 737 29 29,,,*50-1083-6,
05,5881,0006,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Hauptstrasse 21,,5726,Unterkulm,062 768 78 78,062 768 78 79,,,*50-1083-6,
05,5881,0007,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Hauptstrasse 24,,5312,Döttingen,056 268 88 88,056 268 88 89,,,*50-1083-6,
05,5881,0008,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Hauptstrasse 48,,5330,Bad Zurzach,056 269 67 67,056 269 67 00,,,*50-1083-6,
05,5881,0009,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Zürcherstrasse 109,,5432,Neuenhof,056 416 30 30,056 416 30 31,,,*50-1083-6,
05,5881,0010,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Shopping-Center,,8957,Spreitenbach,056 418 55 70,056 418 55 12,,,*50-1083-6,
05,5881,0011,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Landstrasse 81,,5430,Wettingen,056 437 15 11,056 437 15 12,,,*50-1083-6,
05,5881,0012,,058812,5881,3,20070105,1,1,1,NAB AG,Neue Aargauer Bank AG,Badenerstrasse 2,,5442,Fislisbach,056 483 41 41,056 483 41 42,,,*50-1083-6,
05,5881,0013,,058812,5881,3,20090718,1,1,1,NAB AG,Neue Aargauer Bank AG,Landstrasse 148,,5415,Nussbaumen AG,056 296 30 30,056 296 30 31,,,*50-1083-6,
05,5881,0014,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Hauptstrasse 53,,5070,Frick,062 865 15 15,062 867 15 16,,,*50-1083-6,
05,5881,0015,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Winterthurerstrasse 2,,5080,Laufenburg,062 869 45 45,062 869 45 80,,,*50-1083-6,
05,5881,0016,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Bachstrasse 10,,4313,Möhlin,061 855 71 71,061 855 71 00,,,*50-1083-6,
05,5881,0017,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Langackerstrasse 1,,4332,Stein AG,062 866 18 18,062 866 18 19,,,*50-1083-6,
05,5881,0018,,058812,5881,3,20130914,1,1,1,NAB AG,Neue Aargauer Bank AG,Zürcherstrasse 5,,5620,Bremgarten AG,056 648 20 60,056 648 20 61,,,*50-1083-6,
05,5881,0019,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Aarauerstrasse 7,,5630,Muri AG,056 675 70 70,056 675 70 71,,,*50-1083-6,
05,5881,0020,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Bellikerstrasse 1,,8965,Berikon-Mutschellen,056 648 41 61,056 648 41 62,,,*50-1083-6,
05,5881,0021,,058812,5881,3,20130914,1,1,1,NAB AG,Neue Aargauer Bank AG,Unterdorfstrasse 2,,5612,Villmergen,056 618 30 40,056 618 30 41,,,*50-1083-6,
05,5881,0022,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Pilatusstrasse 5,,4663,Aarburg,062 787 47 47,062 787 47 48,,,*50-1083-6,
05,5881,0023,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Brückenstrasse 2,,4853,Murgenthal,062 917 33 33,062 917 33 44,,,*50-1083-6,
05,5881,0024,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Bernstrasse 189,,4852,Rothrist,062 785 88 88,062 785 88 77,,,*50-1083-6,
05,5881,0025,,058812,5881,3,20061230,1,1,1,NAB AG,Neue Aargauer Bank AG,Bahnhofstrasse 3,,5300,Turgi,056 201 70 70,056 201 70 71,,,*50-1083-6,
05,5881,0026,,058812,5881,3,20070307,1,1,1,NAB AG,Neue Aargauer Bank AG,Zollrain 9,,4310,Rheinfelden,061 836 72 72,061 836 72 00,,,*50-1083-6,
05,5881,0027,,058812,5881,3,20070307,1,1,1,NAB AG,Neue Aargauer Bank AG,Bahnhofplatz 1,,5400,Baden,056 204 11 11,056 204 12 12,,,*50-1083-6,
05,5881,0028,,058812,5881,3,20170620,1,1,1,NAB AG,Neue Aargauer Bank AG,Hauptstrasse 1,Postfach 285,5201,Brugg AG,056 462 71 11,056 462 77 11,,,*50-1083-6,
05,5881,0029,,058812,5881,3,20070307,1,1,1,NAB AG,Neue Aargauer Bank AG,Zentralstrasse 53,,5610,Wohlen AG,056 618 51 11,056 618 52 15,,,*50-1083-6,
05,5881,0030,,058812,5881,3,20070307,1,1,1,NAB AG,Neue Aargauer Bank AG,Handelshof,,5734,Reinach AG,062 765 11 11,062 765 11 22,,,*50-1083-6,
05,5881,0031,,058812,5881,3,20070307,1,1,1,NAB AG,Neue Aargauer Bank AG,Bahnhofplatz 1,,5600,Lenzburg,062 888 55 55,062 888 55 45,,,*50-1083-6,
05,5881,0032,,058812,5881,3,20070311,1,1,1,NAB AG,Neue Aargauer Bank AG,Vordere Hauptgasse 68,,4800,Zofingen,062 745 15 15,062 745 15 16,,,*50-1083-6,
05,5882,0000,5881,058828,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Bahnhofstrasse 49,Postfach 3422,5001,Aarau,062 838 80 80,062 838 82 80,,,50-1083-6,AHHBCH22XXX
05,5883,0000,5881,058833,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Schulthess-Allee 1,Postfach 285,5201,Brugg AG,056 462 71 11,056 462 77 11,,,*50-1083-6,AHHBCH22XXX
05,5884,0000,5881,058849,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Bahnhofplatz 1,Postfach,5401,Baden,056 204 11 11,056 204 11 12,,,*50-1083-6,AHHBCH22XXX
05,5885,0000,5881,058857,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Bahnhofplatz 1,Postfach 930,5401,Baden,056 204 11 11,056 204 11 12,,,*50-1083-6,AHHBCH22XXX
05,5886,0000,5881,058865,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Zollrain 9,Postfach 464,4310,Rheinfelden,061 836 72 72,061 836 72 00,,,*50-1083-6,AHHBCH22XXX
05,5887,0000,5881,058870,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Zentralstrasse 53,Postfach,5610,Wohlen AG,056 618 51 11,056 618 52 15,,,*50-1083-6,AHHBCH22XXX
05,5889,0000,5881,058896,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Vordere Hauptgasse 68,Postfach 655,4800,Zofingen,062 745 15 15,062 745 15 16,,,*50-1083-6,AHHBCH22XXX
05,589,0000,4835,005895,4835,1,20061020,1,1,1,CS (Schweiz) AG,Credit Suisse (Schweiz) AG,Untere Bahnhofstrasse 28,Postfach 8640,8640,Rapperswil SG,055 222 81 11,055 222 81 16,,,*80-500-4,CRESCHZZ86N
05,5899,0000,5881,058992,5881,1,20061020,1,1,1,NAB AG,Neue Aargauer Bank AG,Service-Center Brugg,Postfach 285,5201,Brugg AG,056 462 71 00,056 462 76 79,,,*50-1083-6,AHHBCH22XXX
05,590,0000,4835,005905,4835,1,20061020,1,1,1,CS (Schweiz) AG,Credit Suisse (Schweiz) AG,Bahnhofstrasse 35,Postfach 577,6403,Küssnacht am Rigi,041 854 71 71,041 854 71 50,,,*30-31-4,CRESCHZZ64A
05,591,0000,4835,005910,4835,1,20061020,1,1,3,CS (Schweiz) AG,Credit Suisse (Schweiz) AG,Via Bellinzona 12,Casella postale 1569,6710,Biasca,091 873 93 11,091 862 42 32,,,*69-5626-3,CRESCHZZ67A
05,592,0000,4835,005921,4835,1,20061020,1,1,3,CS (Schweiz) AG,Credit Suisse (Schweiz) AG,Via Vedeggio,Casella postale 55,6814,Lamone-Cadempino,091 961 88 11,091 966 36 38,,,*69-5626-3,CRESCHZZ68T
05,593,0000,4835,005936,4835,1,20061020,1,1,1,CS (Schweiz) AG,Credit Suisse (Schweiz) AG,Bahnhofstrasse 58,Postfach 1267,8620,Wetzikon ZH 1,044 931 55 11,044 931 56 01,,,*80-500-4,CRESCHZZ86S
05,594,0000,4835,005944,4835,1,20061020,1,1,3,CS (Schweiz) AG,Credit Suisse (Schweiz) AG,Largo Libero Olgiati 81,Casella postale 571,6512,Giubiasco,091 850 94 11,091 857 44 05,,,*69-5626-3,CRESCHZZ65B
05,595,0000,4835,005952,4835,1,20061020,1,1,1,CS (Schweiz) AG,Credit Suisse (Schweiz) AG,GD-Zürich,Postfach,8065,Zürich,044 808 11 11,,,,*80-500-4,CRESCHZZ81G
06,6180,0000,,061805,6180,1,20091107,1,1,2,CMV Le Sentier,Crédit Mutuel de la Vallée SA,Grande Rue 22,Case postale 64,1347,"Sentier, Le",021 845 15 00,021 845 15 01,,,10-2201-4,RBABCH22180
06,6182,0000,,061821,6182,1,20091107,1,1,2,CE Cossonay,Caisse d'Epargne de Cossonay société coopérative,Rue du Temple 2,Case postale 40,1304,Cossonay-Ville,021 863 13 13,021 863 13 10,,,10-742-5,RBABCH22182
06,6182,0001,,061821,6182,3,20130529,1,1,2,CE Cossonay,Caisse d'Epargne de Cossonay société coopérative,Route de Mex 2,Case postale 15,1036,Sullens,021 863 13 13,021 863 13 10,,,*10-742-5,RBABCH22182
06,6186,0000,,061868,6186,1,20091107,1,1,1,Sparkasse Sense,Sparkasse Sense,Mariahilfstrasse 4,Postfach,1712,Tafers/Tavel,026 494 11 13,026 494 31 66,,,17-97-3,RBABCH22186
06,61861,0000,,618614,6186,2,20110415,1,1,1,Sparkasse Sense,Sparkasse Sense,F.X. Müllerstrasse 17,Postfach,3185,Schmitten FR,026 496 15 17,026 496 35 40,,,*17-97-3,RBABCH22186
06,6240,0000,,062408,6240,1,20180207,1,1,2,CEC SA,Caisse d'Epargne Courtelary SA,Grand-Rue 45,Case postale 104,2608,Courtelary,032 945 10 50,032 945 10 69,,,30-38150-4,RBABCH22240
06,6240,0001,,062408,6240,3,20180207,1,1,2,CEC SA,Caisse d'Epargne Courtelary SA,Rue Neuve 3,Case postale 2359,2300,"Chaux-de-Fonds, La",032 911 44 44,032 911 44 35,,,*30-38150-4,
06,62401,0000,,624014,6240,2,20180207,1,1,2,CEC SA,Caisse d'Epargne Courtelary SA,Grand-Rue 136,Case postale 125,2720,Tramelan,032 487 52 22,032 487 49 94,,,*30-38150-4,RBABCH22240
06,62402,0000,,624022,6240,2,20180207,1,1,2,CEC SA,Caisse d'Epargne Courtelary SA,Rue Francillon 31,Case postale 41,2610,St-Imier,032 941 47 27,032 941 53 70,,,*30-38150-4,RBABCH22240
06,62403,0000,,624038,6240,2,20180207,1,1,2,CEC SA,Caisse d'Epargne Courtelary SA,Rue du Collège 3,Case postale 32,2605,Sonceboz-Sombeval,032 489 24 84,032 489 26 85,,,*30-38150-4,RBABCH22240
06,6300,0000,,063000,6300,1,20091107,1,1,1,Valiant Bank,Valiant Bank AG,Bundesplatz 4,Postfach,3001,Bern,031 320 91 11,031 320 91 12,,,30-38112-0,VABECH22XXX
06,6300,0001,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Solothurnstrasse 4,,3315,Bätterkinden,032 665 25 15,032 665 28 44,,,*30-38112-0,VABECH22XXX
06,6300,0002,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bernstrasse 10,Postfach,3312,Fraubrunnen,031 760 60 60,031 760 60 69,,,*30-38112-0,VABECH22XXX
06,6300,0003,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Solothurnstrasse 26,Postfach,3303,Jegenstorf,031 764 64 64,031 764 64 65,,,*30-38112-0,VABECH22XXX
06,6300,0005,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bernstrasse 4,,3053,Münchenbuchsee,031 868 10 20,031 868 10 29,,,*30-38112-0,VABECH22XXX
06,6300,0006,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Zentrumsplatz 1,Postfach,3322,Urtenen-Schönbühl,031 859 37 47,031 859 39 79,,,*30-38112-0,VABECH22XXX
06,6300,0007,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 23,Postfach,3427,Utzenstorf,032 665 33 61,032 665 37 72,,,*30-38112-0,VABECH22XXX
06,6300,0008,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bethlehemstrasse 1,Postfach,3027,Bern,031 998 30 30,031 998 30 39,,,*30-38112-0,VABECH22XXX
06,6300,0009,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Schwarzenburgstrasse 252,Postfach,3098,Köniz,031 978 30 30,031 978 30 39,,,*30-38112-0,VABECH22XXX
06,6300,0012,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Breitenrainplatz 33,Postfach,3000,Bern 22,031 332 32 26,031 331 49 07,,,*30-38112-0,VABECH22XXX
06,6300,0016,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Talgut-Zentrum 25,Postfach,3063,Ittigen,031 917 10 60,031 917 10 69,,,*30-38112-0,VABECH22XXX
06,6300,0017,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Marktgasse 19,Postfach,4900,Langenthal,062 923 69 33,062 923 69 34,,,*30-38112-0,VABECH22XXX
06,6300,0018,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 45,Postfach,3401,Burgdorf,034 423 12 12,034 423 12 13,,,*30-38112-0,VABECH22XXX
06,6300,0021,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Füllerichstrasse 53,Postfach,3073,Gümligen,031 954 29 10,031 954 29 15,,,*30-38112-0,VABECH22XXX
06,6300,0022,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Murtenstrasse 2,Postfach,3177,Laupen BE,031 747 66 66,031 747 96 44,,,*30-38112-0,VABECH22XXX
06,6300,0024,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 17,Postfach,3250,Lyss,032 387 65 65,032 387 65 66,,,*30-38112-0,VABECH22XXX
06,6300,0025,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Murtenstrasse 28,Postfach,3203,Mühleberg,031 751 10 01,031 751 10 43,,,*30-38112-0,VABECH22XXX
06,6300,0026,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Oeleweg 2,Postfach,3176,Neuenegg,031 741 33 11,031 741 36 38,,,*30-38112-0,VABECH22XXX
06,6300,0027,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Hauptstrasse 14,Postfach,3033,Wohlen b. Bern,031 829 33 11,031 829 22 78,,,*30-38112-0,VABECH22XXX
06,6300,0028,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 8,Postfach,3210,Kerzers,031 755 64 64,031 755 75 39,,,*30-38112-0,VABECH22XXX
06,6300,0030,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Dorf,Postfach,3537,Eggiwil,034 491 40 85,034 491 40 87,,,*30-38112-0,VABECH22XXX
06,6300,0037,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Dorfstrasse 19,Postfach,3534,Signau,034 497 12 49,034 497 11 08,,,*30-38112-0,VABECH22XXX
06,6300,0039,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 9,Postfach,3555,Trubschachen,034 495 51 88,034 495 55 48,,,*30-38112-0,VABECH22XXX
06,6300,0040,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Langnaustrasse 21,Postfach,3436,Zollbrück,034 496 94 11,034 496 94 21,,,*30-38112-0,VABECH22XXX
06,6300,0041,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bernstrasse 3,Postfach,3122,Kehrsatz,031 961 18 04,031 961 74 01,,,*30-38112-0,VABECH22XXX
06,6300,0042,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 19,Postfach,3125,Toffen,031 819 45 35,031 819 82 28,,,*30-38112-0,VABECH22XXX
06,6300,0044,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofplatz 7,Postfach,3001,Bern,031 320 91 11,031 320 91 12,,,*30-38112-0,VABECH22XXX
06,6300,0045,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 3,Postfach,3123,Belp,031 818 21 11,031 818 21 12,,,*30-38112-0,VABECH22XXX
06,6300,0049,,063000,6300,3,20070525,1,1,1,Valiant Bank,Valiant Bank AG,Dorfstrasse 7,Postfach,3550,Langnau,034 409 41 11,034 409 41 41,,,*30-38112-0,VABECH22XXX
06,6300,0050,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Schlossgasse 5,Postfach,3280,Murten/Morat,026 672 98 30,026 670 30 58,,,*30-38112-0,VABECH22XXX
06,6300,0051,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bernstrasse 32,Postfach,3072,Ostermundigen,031 931 84 84,031 931 69 59,,,*30-38112-0,VABECH22XXX
06,6300,0052,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bernstrasse 135,,3052,Zollikofen,031 915 14 14,031 915 14 19,,,*30-38112-0,VABECH22XXX
06,6300,0054,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bernstrasse 3,Postfach,3175,Flamatt,031 741 03 92,031 741 16 95,,,*30-38112-0,VABECH22XXX
06,6300,0055,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Hauptstrasse 29,Postfach,3186,Düdingen,026 492 51 00,026 492 51 19,,,*30-38112-0,VABECH22XXX
06,6300,0057,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Laurenzenvorstadt 1,Postfach,5001,Aarau,062 837 80 80,062 837 80 99,,,*30-38112-0,VABECH22XXX
06,6300,0058,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Löwenplatz 6,Postfach,5712,Beinwil am See,062 771 16 49,062 771 17 41,,,*30-38112-0,VABECH22XXX
06,6300,0059,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Poststrasse 1,Postfach,5707,Seengen,062 777 25 26,062 777 25 27,,,*30-38112-0,VABECH22XXX
06,6300,0060,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Tramstrasse 11,Postfach,5034,Suhr,062 842 53 88,062 842 53 52,,,*30-38112-0,VABECH22XXX
06,6300,0061,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Dorfstrasse 709,Postfach,5728,Gontenschwil,062 773 19 88,062 773 19 89,,,*30-38112-0,VABECH22XXX
06,6300,0062,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Dorfstrasse 2,Postfach,6221,Rickenbach LU,041 930 25 50,041 930 32 04,,,*30-38112-0,VABECH22XXX
06,6300,0063,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Oberdorfstrasse 1A,Postfach,5703,Seon,062 775 31 55,062 775 31 56,,,*30-38112-0,VABECH22XXX
06,6300,0064,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Dorfstrasse 1,Postfach,5040,Schöftland,062 739 25 25,062 739 25 00,,,*30-38112-0,VABECH22XXX
06,6300,0066,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Köllikerstrasse 2,Postfach,5036,Oberentfelden,062 738 37 37,062 738 37 38,,,*30-38112-0,VABECH22XXX
06,6300,0070,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Dinkelhof 1,Postfach,5706,Boniswil,062 767 77 80,062 767 77 88,,,*30-38112-0,VABECH22XXX
06,6300,0071,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Mitteldorfstrasse 3,Postfach,5722,Gränichen,062 842 23 45,062 842 03 11,,,*30-38112-0,VABECH22XXX
06,6300,0072,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Zentrumsplatz 3,Postfach,5726,Unterkulm,062 768 80 50,062 768 80 59,,,*30-38112-0,VABECH22XXX
06,6300,0075,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Hauptstrasse 65,Postfach,5734,Reinach AG,062 765 65 65,062 765 65 00,,,*30-38112-0,VABECH22XXX
06,6300,0077,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Luzernerstrasse 3,Postfach,6252,Dagmersellen,062 748 30 20,062 748 30 29,,,*30-38112-0,VABECH22XXX
06,6300,0078,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Gerliswilstrasse 8,Postfach,6021,Emmenbrücke 1,041 269 00 69,041 269  00 60,,,*30-38112-0,VABECH22XXX
06,6300,0079,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Dorfstrasse 3,Postfach,6022,Grosswangen,041 984 15 15,041 984 15 16,,,*30-38112-0,VABECH22XXX
06,6300,0080,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Gasshofstrasse 1,Postfach,6014,Luzern,041 259 51 31,041 259 51 49,,,*30-38112-0,VABECH22XXX
06,6300,0081,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Ohmstalerstrasse 9,Postfach,6247,Schötz,041 984 22 22,041 984 22 23,,,*30-38112-0,VABECH22XXX
06,6300,0082,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bahnhofstrasse 12,Postfach,6210,Sursee,041 925 69 69,041 925 69 70,,,*30-38112-0,VABECH22XXX
06,6300,0084,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bruggmatt 1,Postfach,6130,Willisau,041 972 78 78,041 972 78 79,,,*30-38112-0,VABECH22XXX
06,6300,0085,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Entlebucherstrasse 1,Postfach,6110,Wolhusen,041 492 63 63,041 492 63 64,,,*30-38112-0,VABECH22XXX
06,6300,0086,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Luzernstrasse 1,Postfach,6144,Zell LU,041 989 84 84,041 989 84 85,,,*30-38112-0,VABECH22XXX
06,6300,0087,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Pilatusstrasse 39,Postfach,6002,Luzern,041 248 66 55,041 248 66 99,,,*30-38112-0,VABECH22XXX
06,6300,0088,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Oberstadt 10,Postfach,6204,Sempach,041 460 14 44,041 460 29 01,,,*30-38112-0,VABECH22XXX
06,6300,0090,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Tschannhof,Postfach,6033,Buchrain,041 444 21 21,041 444 21 25,,,*30-38112-0,VABECH22XXX
06,6300,0091,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Luzernerstrasse 8,Postfach,6045,Meggen,041 377 44 88,041 377 44 85,,,*30-38112-0,VABECH22XXX
06,6300,0092,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Bankstrasse 1,Postfach,6281,Hochdorf,041 914 02 32,041 914 02 33,,,*30-38112-0,VABECH22XXX
06,6300,0093,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Hellbühlerstrasse 2,Postfach,6017,Ruswil,041 496 60 60,041 496 60 70,,,*30-38112-0,VABECH22XXX
06,6300,0095,,063000,6300,3,20171012,1,1,2,Banque Valiant,Banque Valiant SA,Rue de Romont 6,Case postale 1591,1701,Fribourg,026 347 44 00,026 347 44 09,,,*30-38112-0,VABECH22XXX
06,6300,0096,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,"Citypark, Gartenstrasse 6",,6301,Zug,041 725 23 80,041 725 23 89,,,*30-38112-0,VABECH22XXX
06,6300,0097,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Stadtturmstrasse 8,Postfach 1457,5401,Baden,056 204 20 80,056 204 20 89,,,*30-38112-0,VABECH22XXX
06,6300,0098,,063000,6300,3,20171012,1,1,2,Banque Valiant,Banque Valiant SA,Grand-Rue 15,Case postale 571,1630,Bulle 1,026 916 16 20,026 916 16 29,,,*30-38112-0,VABECH22XXX
06,6300,0100,,063000,6300,3,20181025,1,1,1,Valiant Bank,Valiant Bank AG,Aeschenvorstadt 37,,4051,Basel,061 228 29 29,061 228 29 28,,,*30-38112-0,VABECH22XXX
06,6300,0101,,063000,6300,3,20171012,1,1,1,Valiant Bank,Valiant Bank AG,Simmengasse 1,Postfach 368,3770,Zweisimmen,033 729 39 39,033 729 39 38,,,*30-38112-0,VABECH22XXX
06,6300,0103,,063000,6300,3,20100602,1,1,1,Valiant Bank,Valiant Bank AG,Banhhofstrasse 57,Postfach,2501,Biel/Bienne,032 327 28 29,032 327 28 28,,,*30-38112-0,VABECH22XXX
06,6300,0104,,063000,6300,3,20100720,1,1,1,Valiant Bank,Valiant Bank AG,Röschenzstrasse 12,,4242,Laufen,061 765 53 33,061 765 53 05,,,*30-38112-0,VABECH22XXX
06,6300,0105,,063000,6300,3,20110415,1,1,1,Valiant Bank,Valiant Bank AG,Central 1,,4226,Breitenbach,061 789 96 66,061 789 96 55,,,*30-38112-0,VABECH22XXX
06,6300,0107,,063000,6300,3,20100720,1,1,1,Valiant Bank,Valiant Bank AG,Hauptstrasse 8,,4153,Reinach BL,061 717 50 50,061 717 50 59,,,*30-38112-0,VABECH22XXX
06,6300,0108,,063000,6300,3,20120307,1,1,2,Banque Valiant,Banque Valiant SA,Rue de la Plaine 5,,1401,Yverdon-les-Bains,024 424 94 11,024 424 94 08,,,*30-38112-0,VABECH22XXX
06,6300,0109,,063000,6300,3,20130727,1,1,2,Banque Valiant,Banque Valiant SA,Rue du Seyon 1,,2001,Neuchâtel,032 727 67 11,032 727 67 08,,,*30-38112-0,VABECH22XXX
